-----------
Timer report 0 (1802 timers)
                                          [258] exchange 0.0373  0.3% 1398 
                                             [260] local copying 0.0372  0.3% 1398 
                                                [301] BaseEBCellFAB::copy 0.0324  0.3% 100656 
                                                   [637] BaseEBCellFAB::regcopy 0.0104  0.1% 100656 
                                                   [694] BaseEBCellFAB::irrcopy 0.0083  0.1% 13980 
                                                      [1050] VoFIterator::define 0.0017  0.0% 2796 
                                          [459] EBAMRPoissonOp::levelGSRB::applyDomainFlux 0.0193  0.2% 22368 
                                             [475] EBAMRPoissonOp::applyDomainFlux 0.0183  0.2% 22368 
                                                [683] EBArith::loHi 0.0090  0.1% 44736 
                                                [1049] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0018  0.0% 27960 
                                                [1211] NeumannPoissonDomainBC::getFaceFlux 0.0007  0.0% 27960 
                                    [199] EBAMRPoissonOp::restrictResidual 0.0568  0.5% 233 
                                       [344] EBAMRPoissonOp::residual 0.0271  0.2% 233 
                                          [396] EBAMRPoissonOp::applyOp 0.0234  0.2% 233 
                                             [520] EBAMRPoissonOp::applyOpNoCFBCs 0.0157  0.1% 233 
                                                [816] regular_apply 0.0045  0.0% 3728 
                                                   [829] EBAMRPoissonOp::applyOpRegularAllDirs 0.0043  0.0% 3728 
                                                      [880] EBAMRPoissonOp::applyDomainFlux 0.0035  0.0% 3728 
                                                         [1070] EBArith::loHi 0.0016  0.0% 7456 
                                                         [1321] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0004  0.0% 4660 
                                                         [1413] NeumannPoissonDomainBC::getFaceFlux 0.0002  0.0% 4660 
                                                      [1308] FORT_REGGET1DLAPLACIAN_INPLACE 0.0004  0.0% 3728 
                                                [884] irregular_apply 0.0035  0.0% 3728 
                                                   [907] EBStencil::apply_alpha_beta 0.0032  0.0% 3728 
                                                      [1013] apply_alpha_beta_loop_overvofs 0.0021  0.0% 3728 
                                                      [1295] apply_alpha_beta_header 0.0004  0.0% 3728 
                                                [890] alpha_apply 0.0034  0.0% 3728 
                                                   [976] BaseEBCellFAB::copy 0.0024  0.0% 3728 
                                                      [996] overlap_copy 0.0022  0.0% 3728 
                                                         [1037] BaseEBCellFAB::copy 0.0019  0.0% 3728 
                                                      [1785] sameregion_copy 0.0000  0.0% 0 
                                                   [1381] FORT_MULTIPLYFABR 0.0002  0.0% 3728 
                                                [938] dom_bcs_apply 0.0028  0.0% 3728 
                                                [1411] eb_bcs_apply 0.0002  0.0% 3728 
                                             [707] exchange+copier 0.0076  0.1% 233 
                                                [749] exchange 0.0065  0.1% 233 
                                                   [751] local copying 0.0064  0.1% 233 
                                                      [793] BaseEBCellFAB::copy 0.0050  0.0% 16776 
                                                         [1062] BaseEBCellFAB::regcopy 0.0016  0.0% 16776 
                                                         [1101] BaseEBCellFAB::irrcopy 0.0014  0.0% 2330 
                                                [1147] Copier::define 0.0010  0.0% 30 
                                             [1784] coarse-fine_bcs 0.0000  0.0% 0 
                                          [1290] FORT_AXBYFAB 0.0004  0.0% 3728 
                                       [432] LevelData<T>::define(dbl,comps,ghost,factory) 0.0213  0.2% 233 
                                          [1341] VoFIterator::define 0.0003  0.0% 233 
                                       [874] EBMGAverage::average 0.0037  0.0% 3728 
                                          [1011] irregular_average 0.0021  0.0% 3728 
                                             [1031] EBStencil::apply 0.0020  0.0% 3728 
                                                [1141] apply_loop_overvofs 0.0011  0.0% 3728 
                                                [1314] apply_header 0.0004  0.0% 3728 
                                          [1154] regular_average 0.0010  0.0% 3728 
                                             [1229] FORT_REGAVERAGE 0.0006  0.0% 3728 
                                       [1023] ~LayoutData 0.0020  0.0% 466 
                                       [1507] ~Copier 0.0001  0.0% 233 
                                       [1548] EBISLayoutImplem::~EBISLayoutImplem 0.0000  0.0% 233 
                                       [1643] ~BoxLayoutData 0.0000  0.0% 233 
                                       [1665] ~LevelData 0.0000  0.0% 233 
                                    [809] EBAMRPoissonOp::prolongIncrement 0.0046  0.0% 233 
                                       [815] EBMGInterp::pwcInterp 0.0045  0.0% 233 
                                          [819] EBMGInterp::pwcInterpMG 0.0045  0.0% 233 
                                             [843] EBMGInterp::interp 0.0041  0.0% 3728 
                                                [1058] irregular_interp 0.0017  0.0% 3728 
                                                   [1080] EBStencil::apply 0.0015  0.0% 3728 
                                                      [1152] apply_loop_overvofs 0.0010  0.0% 3728 
                                                      [1420] apply_header 0.0002  0.0% 3728 
                                                [1256] regular_interp 0.0005  0.0% 3728 
                                                   [1294] FORT_REGPROLONG 0.0004  0.0% 3728 
                                 [81] EBAMRPoissonOp::relax 0.2140  1.9% 466 
                                    [82] EBAMRPoissonOp::levelGSRB 0.2139  1.9% 1398 
                                       [111] EBAMRPoissonOp::levelGSRB::Compute 0.1497  1.4% 2796 
                                          [171] EBAMRPoissonOp::GSColorAllIrregular 0.0729  0.7% 89472 
                                             [349] applyColorStencil 0.0261  0.2% 72696 
                                                [395] EBStencil::relax 0.0234  0.2% 72696 
                                                   [517] relax_loop_overvofs 0.0158  0.1% 72696 
                                                   [888] relax_header 0.0034  0.0% 72696 
                                             [498] initFluxs 0.0169  0.2% 72696 
                                             [702] vofItDomHiBCS 0.0079  0.1% 145392 
                                             [766] vofItDomLoBCS 0.0059  0.1% 145392 
                                             [966] initDataStructs 0.0025  0.0% 72696 
                                          [277] exchange 0.0353  0.3% 1398 
                                             [280] local copying 0.0353  0.3% 1398 
                                                [312] BaseEBCellFAB::copy 0.0314  0.3% 100656 
                                                   [633] BaseEBCellFAB::irrcopy 0.0105  0.1% 13980 
                                                      [1100] VoFIterator::define 0.0014  0.0% 2796 
                                                   [646] BaseEBCellFAB::regcopy 0.0100  0.1% 100656 
                                          [578] FORT_DOALLREGULARGSRB 0.0127  0.1% 44736 
                                       [251] exchange 0.0391  0.4% 1398 
                                          [253] local copying 0.0389  0.4% 1398 
                                             [288] BaseEBCellFAB::copy 0.0342  0.3% 100656 
                                                [588] BaseEBCellFAB::irrcopy 0.0123  0.1% 13980 
                                                   [1039] VoFIterator::define 0.0019  0.0% 2796 
                                                [642] BaseEBCellFAB::regcopy 0.0103  0.1% 100656 
                                       [443] EBAMRPoissonOp::levelGSRB::applyDomainFlux 0.0206  0.2% 22368 
                                          [456] EBAMRPoissonOp::applyDomainFlux 0.0196  0.2% 22368 
                                             [679] EBArith::loHi 0.0090  0.1% 44736 
                                             [942] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0027  0.0% 27960 
                                             [1206] NeumannPoissonDomainBC::getFaceFlux 0.0007  0.0% 27960 
                                 [182] EBAMRPoissonOp::restrictResidual 0.0649  0.6% 233 
                                    [297] EBAMRPoissonOp::residual 0.0325  0.3% 233 
                                       [339] EBAMRPoissonOp::applyOp 0.0275  0.2% 233 
                                          [465] EBAMRPoissonOp::applyOpNoCFBCs 0.0190  0.2% 233 
                                             [787] regular_apply 0.0053  0.0% 3728 
                                                [790] EBAMRPoissonOp::applyOpRegularAllDirs 0.0051  0.0% 3728 
                                                   [867] EBAMRPoissonOp::applyDomainFlux 0.0037  0.0% 3728 
                                                      [1067] EBArith::loHi 0.0016  0.0% 7456 
                                                      [1276] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0005  0.0% 4660 
                                                      [1408] NeumannPoissonDomainBC::getFaceFlux 0.0002  0.0% 4660 
                                                   [1157] FORT_REGGET1DLAPLACIAN_INPLACE 0.0010  0.0% 3728 
