-----------
Timer report 0 (1569 timers)
--------------
[0] main 44.8864 100.0% 1 
   [1] DiffusionSolver::run 44.4793 99.1% 1 
      [2] DiffusionSolver::advance 44.0272 98.1% 150 
         [3] EBBackwardEuler::solveHelm 43.4839 96.9% 150 
                                             [1014] dom_bcs_apply 0.0016  0.0% 2265 
                                             [1342] eb_bcs_apply 0.0001  0.0% 2265 
                                          [1082] exchange+copier 0.0010  0.0% 2265 
                                             [1200] exchange 0.0004  0.0% 2265 
                                                [1327] local copying 0.0001  0.0% 2265 
                                             [1236] Copier::define 0.0003  0.0% 150 
                                          [1551] coarse-fine_bcs 0.0000  0.0% 0 
                                       [966] FORT_AXBYFAB 0.0023  0.0% 2265 
                                    [563] LevelData<T>::define(dbl,comps,ghost,factory) 0.0227  0.1% 2265 
                                    [696] EBMGAverage::average 0.0102  0.0% 2265 
                                       [834] regular_average 0.0049  0.0% 2265 
                                          [841] FORT_REGAVERAGE 0.0047  0.0% 2265 
                                       [848] irregular_average 0.0045  0.0% 2265 
                                          [854] EBStencil::apply 0.0043  0.0% 2265 
                                             [884] apply_loop_overvofs 0.0035  0.0% 2265 
                                             [1212] apply_header 0.0003  0.0% 2265 
                                    [975] ~LayoutData 0.0022  0.0% 4530 
                                    [1209] ~Copier 0.0003  0.0% 2265 
                                    [1222] EBISLayoutImplem::~EBISLayoutImplem 0.0003  0.0% 2265 
                                    [1295] ~LevelData 0.0001  0.0% 2265 
                                    [1308] ~BoxLayoutData 0.0001  0.0% 2265 
                                 [659] EBAMRPoissonOp::prolongIncrement 0.0130  0.0% 2265 
                                    [661] EBMGInterp::pwcInterp 0.0128  0.0% 2265 
                                       [668] EBMGInterp::pwcInterpMG 0.0126  0.0% 2265 
                                          [671] EBMGInterp::interp 0.0122  0.0% 2265 
                                             [849] regular_interp 0.0045  0.0% 2265 
                                                [851] FORT_REGPROLONG 0.0044  0.0% 2265 
                                             [892] irregular_interp 0.0033  0.0% 2265 
                                                [896] EBStencil::apply 0.0032  0.0% 2265 
                                                   [914] apply_loop_overvofs 0.0028  0.0% 2265 
                                                   [1247] apply_header 0.0003  0.0% 2265 
                              [149] EBAMRPoissonOp::relax 0.3523  0.8% 4530 
                                 [150] EBAMRPoissonOp::levelGSRB 0.3513  0.8% 13590 
                                    [162] EBAMRPoissonOp::levelGSRB::Compute 0.2985  0.7% 27180 
                                       [248] EBAMRPoissonOp::GSColorAllIrregular 0.1313  0.3% 54360 
                                          [292] applyColorStencil 0.1044  0.2% 54360 
                                             [294] EBStencil::relax 0.1021  0.2% 54360 
                                                [311] relax_loop_overvofs 0.0956  0.2% 54360 
                                                [906] relax_header 0.0029  0.0% 54360 
                                          [755] initFluxs 0.0077  0.0% 54360 
                                          [891] vofItDomLoBCS 0.0033  0.0% 108720 
                                          [902] initDataStructs 0.0030  0.0% 54360 
                                          [917] vofItDomHiBCS 0.0028  0.0% 108720 
                                       [267] FORT_DOALLREGULARGSRB 0.1177  0.3% 27180 
                                       [1044] exchange 0.0013  0.0% 13590 
                                          [1128] local copying 0.0006  0.0% 13590 
                                    [458] EBAMRPoissonOp::levelGSRB::applyDomainFlux 0.0447  0.1% 13590 
                                       [460] EBAMRPoissonOp::applyDomainFlux 0.0437  0.1% 13590 
                                          [657] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0131  0.0% 54360 
                                          [732] EBArith::loHi 0.0084  0.0% 27180 
                                          [959] NeumannPoissonDomainBC::getFaceFlux 0.0024  0.0% 54360 
                                    [1061] exchange 0.0011  0.0% 13590 
                                       [1185] local copying 0.0004  0.0% 13590 
                              [235] EBAMRPoissonOp::restrictResidual 0.1383  0.3% 2265 
                                 [399] EBAMRPoissonOp::residual 0.0624  0.1% 2265 
                                    [438] EBAMRPoissonOp::applyOp 0.0511  0.1% 2265 
                                       [443] EBAMRPoissonOp::applyOpNoCFBCs 0.0492  0.1% 2265 
                                          [565] regular_apply 0.0220  0.0% 2265 
                                             [569] EBAMRPoissonOp::applyOpRegularAllDirs 0.0218  0.0% 2265 
                                                [660] FORT_REGGET1DLAPLACIAN_INPLACE 0.0130  0.0% 2265 
                                                [735] EBAMRPoissonOp::applyDomainFlux 0.0082  0.0% 2265 
                                                   [964] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0023  0.0% 9060 
                                                   [1000] EBArith::loHi 0.0017  0.0% 4530 
                                                   [1148] NeumannPoissonDomainBC::getFaceFlux 0.0005  0.0% 9060 
                                          [631] irregular_apply 0.0147  0.0% 2265 
                                             [640] EBStencil::apply_alpha_beta 0.0140  0.0% 2265 
                                                [658] apply_alpha_beta_loop_overvofs 0.0131  0.0% 2265 
                                                [1146] apply_alpha_beta_header 0.0005  0.0% 2265 
                                          [717] alpha_apply 0.0090  0.0% 2265 
                                             [840] BaseEBCellFAB::copy 0.0047  0.0% 2265 
                                                [861] sameregion_copy 0.0042  0.0% 2265 
                                                [1550] overlap_copy 0.0000  0.0% 0 
                                             [908] FORT_MULTIPLYFABR 0.0028  0.0% 2265 
                                          [1028] dom_bcs_apply 0.0014  0.0% 2265 
                                          [1355] eb_bcs_apply 0.0001  0.0% 2265 
                                       [1055] exchange+copier 0.0012  0.0% 2265 
                                          [1150] exchange 0.0005  0.0% 2265 
                                             [1288] local copying 0.0002  0.0% 2265 
                                          [1224] Copier::define 0.0003  0.0% 150 
                                       [1549] coarse-fine_bcs 0.0000  0.0% 0 
                                    [766] FORT_AXBYFAB 0.0072  0.0% 2265 
                                 [522] LevelData<T>::define(dbl,comps,ghost,factory) 0.0300  0.1% 2265 
                                 [553] EBMGAverage::average 0.0244  0.1% 2265 
                                    [603] regular_average 0.0172  0.0% 2265 
                                       [604] FORT_REGAVERAGE 0.0170  0.0% 2265 
                                    [813] irregular_average 0.0057  0.0% 2265 
                                       [819] EBStencil::apply 0.0055  0.0% 2265 
                                          [836] apply_loop_overvofs 0.0048  0.0% 2265 
                                          [1231] apply_header 0.0003  0.0% 2265 
                                 [949] ~LayoutData 0.0025  0.0% 4530 
                                 [1154] ~Copier 0.0005  0.0% 2265 
                                 [1262] EBISLayoutImplem::~EBISLayoutImplem 0.0002  0.0% 2265 
                                 [1293] ~LevelData 0.0002  0.0% 2265 
                                 [1322] ~BoxLayoutData 0.0001  0.0% 2265 
                              [499] EBAMRPoissonOp::prolongIncrement 0.0334  0.1% 2265 
                                 [505] EBMGInterp::pwcInterp 0.0331  0.1% 2265 
                                    [507] EBMGInterp::pwcInterpMG 0.0329  0.1% 2265 
                                       [512] EBMGInterp::interp 0.0324  0.1% 2265 
                                          [599] regular_interp 0.0174  0.0% 2265 
                                             [602] FORT_REGPROLONG 0.0173  0.0% 2265 
                                          [787] irregular_interp 0.0065  0.0% 2265 
                                             [792] EBStencil::apply 0.0064  0.0% 2265 
                                                [800] apply_loop_overvofs 0.0060  0.0% 2265 
                                                [1277] apply_header 0.0002  0.0% 2265 
                           [87] EBAMRPoissonOp::relax 0.8668  1.9% 4530 
                              [88] EBAMRPoissonOp::levelGSRB 0.8653  1.9% 13590 
                                 [91] EBAMRPoissonOp::levelGSRB::Compute 0.7679  1.7% 27180 
                                    [134] FORT_DOALLREGULARGSRB 0.4458  1.0% 27180 
                                    [170] EBAMRPoissonOp::GSColorAllIrregular 0.2363  0.5% 54360 
                                       [185] applyColorStencil 0.2051  0.5% 54360 
                                          [187] EBStencil::relax 0.2023  0.5% 54360 
                                             [193] relax_loop_overvofs 0.1951  0.4% 54360 
                                             [875] relax_header 0.0037  0.0% 54360 
                                       [715] initFluxs 0.0090  0.0% 54360 
                                       [876] initDataStructs 0.0037  0.0% 54360 
                                       [877] vofItDomLoBCS 0.0037  0.0% 108720 
                                       [899] vofItDomHiBCS 0.0031  0.0% 108720 
                                    [1020] exchange 0.0015  0.0% 13590 
                                       [1153] local copying 0.0005  0.0% 13590 
                                 [334] EBAMRPoissonOp::levelGSRB::applyDomainFlux 0.0876  0.2% 13590 
                                    [341] EBAMRPoissonOp::applyDomainFlux 0.0862  0.2% 13590 
                                       [545] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0251  0.1% 54360 
                                       [718] EBArith::loHi 0.0090  0.0% 27180 
                                       [888] NeumannPoissonDomainBC::getFaceFlux 0.0033  0.0% 54360 
                                 [1035] exchange 0.0014  0.0% 13590 
                                    [1171] local copying 0.0005  0.0% 13590 
                           [159] EBAMRPoissonOp::restrictResidual 0.3135  0.7% 2265 
                              [215] EBAMRPoissonOp::residual 0.1592  0.4% 2265 
                                 [253] EBAMRPoissonOp::applyOp 0.1247  0.3% 2265 
                                    [257] EBAMRPoissonOp::applyOpNoCFBCs 0.1224  0.3% 2265 
                                       [398] regular_apply 0.0627  0.1% 2265 
                                          [400] EBAMRPoissonOp::applyOpRegularAllDirs 0.0623  0.1% 2265 
                                             [440] FORT_REGGET1DLAPLACIAN_INPLACE 0.0504  0.1% 2265 
                                             [679] EBAMRPoissonOp::applyDomainFlux 0.0111  0.0% 2265 
                                                [860] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0042  0.0% 9060 
                                                [997] EBArith::loHi 0.0018  0.0% 4530 
                                                [1132] NeumannPoissonDomainBC::getFaceFlux 0.0006  0.0% 9060 
                                       [515] alpha_apply 0.0317  0.1% 2265 
                                          [607] BaseEBCellFAB::copy 0.0166  0.0% 2265 
                                             [611] sameregion_copy 0.0160  0.0% 2265 
                                             [1548] overlap_copy 0.0000  0.0% 0 
                                          [662] FORT_MULTIPLYFABR 0.0128  0.0% 2265 
                                       [548] irregular_apply 0.0249  0.1% 2265 
                                          [552] EBStencil::apply_alpha_beta 0.0244  0.1% 2265 
                                             [557] apply_alpha_beta_loop_overvofs 0.0236  0.1% 2265 
                                             [1159] apply_alpha_beta_header 0.0005  0.0% 2265 
                                       [1068] dom_bcs_apply 0.0011  0.0% 2265 
                                       [1300] eb_bcs_apply 0.0001  0.0% 2265 
                                    [1041] exchange+copier 0.0013  0.0% 2265 
                                       [1155] exchange 0.0005  0.0% 2265 
                                          [1303] local copying 0.0001  0.0% 2265 
                                       [1216] Copier::define 0.0003  0.0% 150 
                                    [1547] coarse-fine_bcs 0.0000  0.0% 0 
                                 [537] FORT_AXBYFAB 0.0275  0.1% 2265 
                              [357] EBMGAverage::average 0.0793  0.2% 2265 
                                 [387] regular_average 0.0673  0.1% 2265 
                                    [388] FORT_REGAVERAGE 0.0671  0.1% 2265 
                                 [736] irregular_average 0.0082  0.0% 2265 
                                    [743] EBStencil::apply 0.0079  0.0% 2265 
                                       [765] apply_loop_overvofs 0.0072  0.0% 2265 
                                       [1241] apply_header 0.0003  0.0% 2265 
                              [444] LevelData<T>::define(dbl,comps,ghost,factory) 0.0489  0.1% 2265 
                              [867] ~LayoutData 0.0039  0.0% 4530 
                              [1135] ~Copier 0.0006  0.0% 2265 
                              [1250] EBISLayoutImplem::~EBISLayoutImplem 0.0003  0.0% 2265 
                              [1335] ~BoxLayoutData 0.0001  0.0% 2265 
                              [1402] ~LevelData 0.0000  0.0% 2265 
                           [307] EBAMRPoissonOp::prolongIncrement 0.0963  0.2% 2265 
                              [309] EBMGInterp::pwcInterp 0.0959  0.2% 2265 
                                 [310] EBMGInterp::pwcInterpMG 0.0957  0.2% 2265 
                                    [312] EBMGInterp::interp 0.0951  0.2% 2265 
                                       [385] regular_interp 0.0681  0.2% 2265 
                                          [386] FORT_REGPROLONG 0.0680  0.2% 2265 
                                       [673] irregular_interp 0.0117  0.0% 2265 
                                          [674] EBStencil::apply 0.0116  0.0% 2265 
                                             [678] apply_loop_overvofs 0.0112  0.0% 2265 
                                             [1282] apply_header 0.0002  0.0% 2265 
                     [51] EBAMRPoissonOp::AMRProlong 1.7580  3.9% 4530 
                        [52] EBMGInterp::pwcInterp 1.7571  3.9% 4530 
                           [53] EBMGInterp::pwcInterp::coarsenable 1.7563  3.9% 4530 
                              [132] EBMGInterp::interp 0.4523  1.0% 183465 
                                 [216] regular_interp 0.1571  0.4% 183465 
                                    [220] FORT_REGPROLONG 0.1513  0.3% 183465 
                                 [239] irregular_interp 0.1362  0.3% 183465 
                                    [250] EBStencil::apply 0.1297  0.3% 183465 
                                       [276] apply_loop_overvofs 0.1118  0.2% 183465 
                                       [788] apply_header 0.0065  0.0% 183465 
                              [249] Copier::define 0.1302  0.3% 4530 
                              [313] ~LayoutData 0.0950  0.2% 9060 
                              [322] copyTo 0.0933  0.2% 4530 
                                 [325] local copying 0.0928  0.2% 4530 
                                    [356] BaseEBCellFAB::copy 0.0795  0.2% 287655 
                                       [449] BaseEBCellFAB::regcopy 0.0465  0.1% 287655 
                              [944] ~Copier 0.0025  0.0% 9060 
                              [1191] EBISLayoutImplem::~EBISLayoutImplem 0.0004  0.0% 4530 
                              [1264] ~LevelData 0.0002  0.0% 4530 
                              [1326] ~BoxLayoutData 0.0001  0.0% 4530 
                     [85] EBLevelDataOps::assign(to,from) 0.9645  2.1% 15855 
                        [121] Copier::define 0.5273  1.2% 9060 
                        [164] copyTo 0.2743  0.6% 9060 
                           [165] local copying 0.2736  0.6% 9060 
                              [171] BaseEBCellFAB::copy 0.2329  0.5% 838050 
                                 [236] BaseEBCellFAB::regcopy 0.1380  0.3% 838050 
                        [282] BaseEBCellFAB::copy 0.1085  0.2% 185730 
                           [353] BaseEBCellFAB::regcopy 0.0799  0.2% 185730 
                        [784] ~Copier 0.0067  0.0% 9060 
                     [207] FORT_SCALEADDTWOFAB 0.1786  0.4% 369195 
                  [11] AMRMultiGrid::computeAMRResidual 7.8524 17.5% 2265 
                     [12] AMRMultiGrid<T>::computeAMRResidualLevel 7.3587 16.4% 6795 
                        [14] EBAMRPoissonOp::AMRResidual 4.5946 10.2% 4530 
                           [15] AMROperator 4.4670 10.0% 4530 
                              [16] EBAMRPoissonOp::AMROperator 4.4660  9.9% 4530 
                                 [26] reflux 3.0948  6.9% 4530 
                                    [27] EBAMRPoissonOp::reflux 3.0941  6.9% 4530 
                                       [32] AMRPoissonOp::reflux 2.9227  6.5% 4530 
                                          [54] QuadCFInterp::coarseFineInterp 1.6778  3.7% 4530 
                                             [56] QuadCFInterp::coarseFineInterp(BaseFab<Real> & a_phif,...) 1.5791  3.5% 733860 
                                                [73] QuadCFInterp::getPhiStar 1.2323  2.7% 502830 
                                                   [95] QuadCFInterp::slopes 0.7331  1.6% 502830 
                                                   [151] QuadCFInterp::notPacked 0.3486  0.8% 502830 
                                                   [355] QuadCFInterp::preamble 0.0795  0.2% 502830 
                                                [169] QuadCFInterp::interpOnIVS 0.2471  0.6% 502830 
                                                   [418] FORT_QUADINTERP 0.0574  0.1% 348810 
                                             [396] copyTo 0.0636  0.1% 4530 
                                                [397] local copying 0.0629  0.1% 4530 
                                          [98] AMRPoissonOp::reflux::incrementFine 0.7023  1.6% 4530 
                                             [142] LevelFluxRegister::incrementFine 0.3845  0.9% 733860 
                                                [320] FORT_INCREMENTFINE 0.0933  0.2% 733860 
                                             [301] AMRPoissonOp::getFlux1 0.0988  0.2% 733860 
                                                [392] FORT_NEWGETFLUX 0.0654  0.1% 733860 
                                          [136] AMRPoissonOp::reflux::incrementCoarse 0.3955  0.9% 4530 
                                             [192] AMRPoissonOp::getFlux2 0.1956  0.4% 86070 
                                                [315] FORT_NEWGETFLUX 0.0945  0.2% 86070 
                                             [205] LevelFluxRegister::incrementCoarse 0.1829  0.4% 172140 
                                          [290] LevelFluxRegister::reflux 0.1051  0.2% 4530 
                                             [464] copyTo 0.0417  0.1% 4530 
                                                [468] local copying 0.0410  0.1% 4530 
                                          [477] LevelFluxRegister::setToZero 0.0388  0.1% 4530 
                                       [432] LevelData<T>::define(dbl,comps,ghost,factory) 0.0541  0.1% 13590 
                                       [573] ~LayoutData 0.0207  0.0% 27180 
                                       [1008] ~Copier 0.0016  0.0% 13590 
                                       [1280] ~BoxLayoutData 0.0002  0.0% 13590 
                                       [1289] ~LevelData 0.0002  0.0% 13590 
                                 [68] applyOp 1.3701  3.1% 4530 
                                    [69] EBAMRPoissonOp::applyOp 1.3683  3.0% 4530 
                                       [96] EBAMRPoissonOp::applyOpNoCFBCs 0.7224  1.6% 4530 
                                          [144] eb_bcs_apply 0.3623  0.8% 43035 
                                             [147] NeumannPoissonEBBC::applyEBFlux 0.3581  0.8% 43035 
                                          [224] regular_apply 0.1489  0.3% 43035 
                                             [229] EBAMRPoissonOp::applyOpRegularAllDirs 0.1462  0.3% 43035 
                                                [280] FORT_REGGET1DLAPLACIAN_INPLACE 0.1091  0.2% 43035 
                                                [510] EBAMRPoissonOp::applyDomainFlux 0.0326  0.1% 43035 
                                                   [614] EBArith::loHi 0.0159  0.0% 86070 
                                                   [828] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0051  0.0% 9060 
                                                   [1123] NeumannPoissonDomainBC::getFaceFlux 0.0007  0.0% 9060 
                                          [299] alpha_apply 0.0991  0.2% 43035 
                                             [422] BaseEBCellFAB::copy 0.0561  0.1% 43035 
                                                [493] overlap_copy 0.0345  0.1% 40770 
                                                   [519] BaseEBCellFAB::copy 0.0303  0.1% 40770 
                                                      [554] BaseEBCellFAB::regcopy 0.0241  0.1% 40770 
                                                [587] sameregion_copy 0.0190  0.0% 2265 
                                             [527] FORT_MULTIPLYFABR 0.0287  0.1% 43035 
                                          [343] irregular_apply 0.0854  0.2% 43035 
                                             [349] EBStencil::apply_alpha_beta 0.0817  0.2% 43035 
                                                [375] apply_alpha_beta_loop_overvofs 0.0736  0.2% 43035 
                                                [887] apply_alpha_beta_header 0.0034  0.0% 43035 
                                          [705] dom_bcs_apply 0.0099  0.0% 43035 
                                       [110] coarse-fine_bcs 0.6099  1.4% 2265 
                                          [111] EBAMRPoissonOp::applyCFBCs 0.6095  1.4% 2265 
                                             [112] inhomogeneous_cfbcs_execute 0.6091  1.4% 2265 
                                                [127] QuadCFInterp::coarseFineInterp 0.4741  1.1% 2265 
                                                   [133] QuadCFInterp::coarseFineInterp(BaseFab<Real> & a_phif,...) 0.4519  1.0% 163080 
                                                      [146] QuadCFInterp::getPhiStar 0.3585  0.8% 113250 
                                                         [183] QuadCFInterp::slopes 0.2095  0.5% 113250 
                                                         [278] QuadCFInterp::notPacked 0.1109  0.2% 113250 
                                                         [572] QuadCFInterp::preamble 0.0208  0.0% 113250 
                                                      [372] QuadCFInterp::interpOnIVS 0.0743  0.2% 113250 
                                                         [619] FORT_QUADINTERP 0.0155  0.0% 63420 
                                                   [628] copyTo 0.0148  0.0% 2265 
                                                      [636] local copying 0.0145  0.0% 2265 
                                                [465] exchange+copier 0.0414  0.1% 2265 
                                                   [467] exchange 0.0411  0.1% 2265 
                                                      [470] local copying 0.0408  0.1% 2265 
                                                         [523] BaseEBCellFAB::copy 0.0300  0.1% 126840 
                                                [576] exchange 0.0201  0.0% 2265 
                                                   [578] local copying 0.0200  0.0% 2265 
                                                      [609] BaseEBCellFAB::copy 0.0162  0.0% 81540 
                                                         [759] BaseEBCellFAB::regcopy 0.0074  0.0% 81540 
                                                [684] LevelData<T>::define(dbl,comps,ghost,factory) 0.0109  0.0% 4530 
                                                [872] ~LayoutData 0.0038  0.0% 9060 
                                                [1129] ~Copier 0.0006  0.0% 4530 
                                                [1270] ~BoxLayoutData 0.0002  0.0% 4530 
                                                [1302] ~LevelData 0.0001  0.0% 4530 
                                             [1381] inhomogeneous_cfbcs_define 0.0000  0.0% 2265 
                                             [1566] homogeneous_cfbs 0.0000  0.0% 0 
                                       [495] exchange+copier 0.0341  0.1% 4530 
                                          [498] exchange 0.0335  0.1% 4530 
                                             [504] local copying 0.0331  0.1% 4530 
                                                [536] BaseEBCellFAB::copy 0.0277  0.1% 126840 
                                                   [638] BaseEBCellFAB::regcopy 0.0144  0.0% 126840 
                           [251] axby 0.1264  0.3% 4530 
                              [351] FORT_AXBYFAB 0.0813  0.2% 43035 
                        [36] EBAMRPoissonOp::applyOp 2.6129  5.8% 2265 
                           [61] coarse-fine_bcs 1.5017  3.3% 2265 
                              [62] EBAMRPoissonOp::applyCFBCs 1.5010  3.3% 2265 
                                 [63] inhomogeneous_cfbcs_execute 1.5003  3.3% 2265 
                                    [78] QuadCFInterp::coarseFineInterp 1.0745  2.4% 2265 
                                       [83] QuadCFInterp::coarseFineInterp(BaseFab<Real> & a_phif,...) 1.0076  2.2% 570780 
                                          [90] QuadCFInterp::getPhiStar 0.7992  1.8% 389580 
                                             [130] QuadCFInterp::slopes 0.4590  1.0% 389580 
                                             [172] QuadCFInterp::notPacked 0.2316  0.5% 389580 
                                             [426] QuadCFInterp::preamble 0.0554  0.1% 389580 
                                          [223] QuadCFInterp::interpOnIVS 0.1493  0.3% 389580 
                                             [482] FORT_QUADINTERP 0.0371  0.1% 285390 
                                       [461] copyTo 0.0436  0.1% 2265 
                                          [462] local copying 0.0432  0.1% 2265 
                                    [321] exchange+copier 0.0933  0.2% 2265 
                                       [324] exchange 0.0930  0.2% 2265 
                                          [326] local copying 0.0928  0.2% 2265 
                                             [373] BaseEBCellFAB::copy 0.0739  0.2% 330690 
                                                [486] BaseEBCellFAB::regcopy 0.0361  0.1% 330690 
                                    [335] exchange 0.0873  0.2% 2265 
                                       [336] local copying 0.0871  0.2% 2265 
                                          [378] BaseEBCellFAB::copy 0.0711  0.2% 362400 
                                             [513] BaseEBCellFAB::regcopy 0.0323  0.1% 362400 
                                    [508] LevelData<T>::define(dbl,comps,ghost,factory) 0.0328  0.1% 4530 
                                    [625] ~LayoutData 0.0149  0.0% 9060 
                                    [1127] ~Copier 0.0007  0.0% 4530 
                                    [1316] ~BoxLayoutData 0.0001  0.0% 4530 
                                    [1351] ~LevelData 0.0001  0.0% 4530 
                                 [1388] inhomogeneous_cfbcs_define 0.0000  0.0% 2265 
                                 [1567] homogeneous_cfbs 0.0000  0.0% 0 
                           [82] EBAMRPoissonOp::applyOpNoCFBCs 1.0245  2.3% 2265 
                              [122] eb_bcs_apply 0.5151  1.1% 142695 
                                 [124] NeumannPoissonEBBC::applyEBFlux 0.5048  1.1% 142695 
                              [226] irregular_apply 0.1484  0.3% 142695 
                                 [234] EBStencil::apply_alpha_beta 0.1399  0.3% 142695 
                                    [271] apply_alpha_beta_loop_overvofs 0.1148  0.3% 142695 
                                    [712] apply_alpha_beta_header 0.0093  0.0% 142695 
                              [231] alpha_apply 0.1457  0.3% 142695 
                                 [344] BaseEBCellFAB::copy 0.0854  0.2% 142695 
                                    [363] overlap_copy 0.0785  0.2% 142695 
                                       [403] BaseEBCellFAB::copy 0.0611  0.1% 142695 
                                          [474] BaseEBCellFAB::regcopy 0.0401  0.1% 142695 
                                    [1568] sameregion_copy 0.0000  0.0% 0 
                                 [555] FORT_MULTIPLYFABR 0.0240  0.1% 142695 
                              [233] regular_apply 0.1416  0.3% 142695 
                                 [243] EBAMRPoissonOp::applyOpRegularAllDirs 0.1345  0.3% 142695 
                                    [401] FORT_REGGET1DLAPLACIAN_INPLACE 0.0618  0.1% 142695 
                                    [402] EBAMRPoissonOp::applyDomainFlux 0.0612  0.1% 142695 
                                       [448] EBArith::loHi 0.0473  0.1% 285390 
                              [532] dom_bcs_apply 0.0284  0.1% 142695 
                           [342] exchange+copier 0.0855  0.2% 2265 
                              [345] exchange 0.0852  0.2% 2265 
                                 [346] local copying 0.0849  0.2% 2265 
                                    [380] BaseEBCellFAB::copy 0.0701  0.2% 330690 
                                       [488] BaseEBCellFAB::regcopy 0.0353  0.1% 330690 
                        [427] FORT_AXBYFAB 0.0550  0.1% 142695 
                        [1164] ~LayoutData 0.0005  0.0% 2265 
                        [1279] ~Copier 0.0002  0.0% 2265 
                        [1307] ~LevelData 0.0001  0.0% 2265 
                        [1384] ~BoxLayoutData 0.0000  0.0% 2265 
                     [166] EBAMRPoissonOp::localMaxNorm 0.2661  0.6% 6795 
                        [218] FORT_MAXNORMMASK 0.1545  0.3% 185730 
                        [635] VoFIterator::define 0.0145  0.0% 185730 
                     [188] EBLevelDataOps::assign(to,from) 0.1990  0.4% 4530 
                        [265] Copier::define 0.1202  0.3% 4530 
                        [389] copyTo 0.0670  0.1% 4530 
                           [390] local copying 0.0667  0.1% 4530 
                              [417] BaseEBCellFAB::copy 0.0576  0.1% 197055 
                                 [514] BaseEBCellFAB::regcopy 0.0322  0.1% 197055 
                        [1033] ~Copier 0.0014  0.0% 4530 
                  [114] Initial AMR Residual 0.5721  1.3% 150 
                     [115] AMRMultiGrid::computeAMRResidual 0.5720  1.3% 150 
                        [117] AMRMultiGrid<T>::computeAMRResidualLevel 0.5372  1.2% 450 
                           [155] EBAMRPoissonOp::AMRResidual 0.3319  0.7% 300 
                              [156] AMROperator 0.3230  0.7% 300 
                                 [157] EBAMRPoissonOp::AMROperator 0.3229  0.7% 300 
                                    [178] reflux 0.2221  0.5% 300 
                                       [179] EBAMRPoissonOp::reflux 0.2220  0.5% 300 
                                          [184] AMRPoissonOp::reflux 0.2094  0.5% 300 
                                             [255] QuadCFInterp::coarseFineInterp 0.1243  0.3% 300 
                                                [269] QuadCFInterp::coarseFineInterp(BaseFab<Real> & a_phif,...) 0.1164  0.3% 48600 
                                                   [332] QuadCFInterp::getPhiStar 0.0883  0.2% 33300 
                                                      [430] QuadCFInterp::slopes 0.0544  0.1% 33300 
                                                      [558] QuadCFInterp::notPacked 0.0234  0.1% 33300 
                                                      [809] QuadCFInterp::preamble 0.0057  0.0% 33300 
                                                   [584] QuadCFInterp::interpOnIVS 0.0195  0.0% 33300 
                                                      [822] FORT_QUADINTERP 0.0054  0.0% 23100 
                                                [827] copyTo 0.0051  0.0% 300 
                                                   [829] local copying 0.0051  0.0% 300 
                                             [447] AMRPoissonOp::reflux::incrementFine 0.0475  0.1% 300 
                                                [543] LevelFluxRegister::incrementFine 0.0258  0.1% 48600 
                                                   [794] FORT_INCREMENTFINE 0.0063  0.0% 48600 
                                                [769] AMRPoissonOp::getFlux1 0.0072  0.0% 48600 
                                                   [844] FORT_NEWGETFLUX 0.0046  0.0% 48600 
                                             [540] AMRPoissonOp::reflux::incrementCoarse 0.0264  0.1% 300 
                                                [664] AMRPoissonOp::getFlux2 0.0128  0.0% 5700 
                                                   [795] FORT_NEWGETFLUX 0.0063  0.0% 5700 
                                                [670] LevelFluxRegister::incrementCoarse 0.0123  0.0% 11400 
                                             [768] LevelFluxRegister::reflux 0.0072  0.0% 300 
                                                [905] copyTo 0.0029  0.0% 300 
                                                   [909] local copying 0.0028  0.0% 300 
                                             [871] LevelFluxRegister::setToZero 0.0038  0.0% 300 
                                          [870] LevelData<T>::define(dbl,comps,ghost,factory) 0.0038  0.0% 900 
                                          [1036] ~LayoutData 0.0014  0.0% 1800 
                                          [1310] ~Copier 0.0001  0.0% 900 
                                          [1415] ~BoxLayoutData 0.0000  0.0% 900 
                                          [1416] ~LevelData 0.0000  0.0% 900 
                                    [295] applyOp 0.1007  0.2% 300 
                                       [296] EBAMRPoissonOp::applyOp 0.1005  0.2% 300 
                                          [434] EBAMRPoissonOp::applyOpNoCFBCs 0.0526  0.1% 300 
                                             [549] eb_bcs_apply 0.0248  0.1% 2850 
                                                [551] NeumannPoissonEBBC::applyEBFlux 0.0245  0.1% 2850 
                                             [695] regular_apply 0.0103  0.0% 2850 
                                                [698] EBAMRPoissonOp::applyOpRegularAllDirs 0.0101  0.0% 2850 
                                                   [764] FORT_REGGET1DLAPLACIAN_INPLACE 0.0072  0.0% 2850 
                                                   [943] EBAMRPoissonOp::applyDomainFlux 0.0025  0.0% 2850 
                                                      [1060] EBArith::loHi 0.0011  0.0% 5700 
                                                      [1172] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0005  0.0% 600 
                                                      [1320] NeumannPoissonDomainBC::getFaceFlux 0.0001  0.0% 600 
                                             [734] irregular_apply 0.0082  0.0% 2850 
                                                [744] EBStencil::apply_alpha_beta 0.0079  0.0% 2850 
