-----------
Timer report 0 (1689 timers)
                        [1415] ~LevelData 0.0001  0.0% 4526 
                        [1434] ~BoxLayoutData 0.0001  0.0% 4526 
                     [45] Multigrid::oneCycle 3.0788  2.8% 2263 
                        [46] Multigrid::cycle 3.0783  2.8% 2263 
                           [75] Multigrid::cycle 1.8241  1.6% 2263 
                              [95] Multigrid::cycle 1.3048  1.2% 2263 
                                 [111] Multigrid::cycle 1.0136  0.9% 2263 
                                    [121] Multigrid::cycle 0.8064  0.7% 2263 
                                       [150] Multigrid::cycle 0.5430  0.5% 2263 
                                          [163] BiCGStabSolver::solve 0.4483  0.4% 2263 
                                             [197] BiCGStabSolver::solve::Initialize 0.2486  0.2% 2263 
                                                [310] LevelData<T>::define(dbl,comps,ghost,factory) 0.1142  0.1% 18104 
                                                [586] EBAMRPoissonOp::residual 0.0277  0.0% 2263 
                                                   [598] EBAMRPoissonOp::applyOp 0.0240  0.0% 2263 
                                                      [614] EBAMRPoissonOp::applyOpNoCFBCs 0.0225  0.0% 2263 
                                                         [791] dom_bcs_apply 0.0088  0.0% 2263 
                                                         [863] regular_apply 0.0065  0.0% 2263 
                                                         [973] irregular_apply 0.0032  0.0% 2263 
                                                         [1040] alpha_apply 0.0024  0.0% 2263 
                                                         [1451] eb_bcs_apply 0.0001  0.0% 2263 
                                                      [1182] exchange+copier 0.0009  0.0% 2263 
                                                         [1302] exchange 0.0004  0.0% 2263 
                                                         [1321] Copier::define 0.0003  0.0% 150 
                                                      [1677] coarse-fine_bcs 0.0000  0.0% 0 
                                                   [1250] FORT_AXBYFAB 0.0005  0.0% 2263 
                                                [862] EBAMRPoissonOp::norm 0.0066  0.0% 2263 
                                                   [882] EBAMRPoissonOp::localMaxNorm 0.0058  0.0% 2263 
                                                      [1194] VoFIterator::define 0.0008  0.0% 2263 
                                                      [1223] FORT_MAXNORMMASK 0.0006  0.0% 2263 
                                                   [1438] mpi_allreduce 0.0001  0.0% 2263 
                                                [993] EBLevelDataOps::assign(to,from) 0.0028  0.0% 2263 
                                                   [1112] BaseEBCellFAB::copy 0.0014  0.0% 2263 
                                                      [1238] BaseEBCellFAB::regcopy 0.0005  0.0% 2263 
                                                [1138] ~LayoutData 0.0012  0.0% 18104 
                                                [1236] EBISLayoutImplem::~EBISLayoutImplem 0.0005  0.0% 18104 
                                             [242] BiCGStabSolver::solve::MainLoop 0.1712  0.2% 2263 
                                                [288] EBAMRPoissonOp::preCond 0.1231  0.1% 2263 
                                                   [331] EBAMRPoissonOp::relax 0.1045  0.1% 2263 
                                                      [332] EBAMRPoissonOp::levelGSRB 0.1039  0.1% 9052 
                                                         [394] EBAMRPoissonOp::levelGSRB::Compute 0.0808  0.1% 18104 
                                                         [649] EBAMRPoissonOp::levelGSRB::applyDomainFlux 0.0181  0.0% 9052 
                                                         [1215] exchange 0.0007  0.0% 9052 
                                                   [738] EBLevelDataOps::assign(to,from) 0.0123  0.0% 2263 
                                                      [869] Copier::define 0.0062  0.0% 2263 
                                                      [1105] copyTo 0.0015  0.0% 2263 
                                                         [1136] local copying 0.0012  0.0% 2263 
                                                      [1346] ~Copier 0.0002  0.0% 2263 
                                                   [1364] FORT_MULTIPLYFABR 0.0002  0.0% 2263 
                                                [620] EBAMRPoissonOp::applyOp 0.0216  0.0% 2263 
                                                   [666] EBAMRPoissonOp::applyOpNoCFBCs 0.0165  0.0% 2263 
                                                      [855] dom_bcs_apply 0.0067  0.0% 2263 
                                                      [897] regular_apply 0.0052  0.0% 2263 
                                                         [900] EBAMRPoissonOp::applyOpRegularAllDirs 0.0050  0.0% 2263 
                                                      [1096] irregular_apply 0.0016  0.0% 2263 
                                                         [1121] EBStencil::apply_alpha_beta 0.0013  0.0% 2263 
                                                      [1101] alpha_apply 0.0015  0.0% 2263 
                                                         [1208] BaseEBCellFAB::copy 0.0007  0.0% 2263 
                                                         [1387] FORT_MULTIPLYFABR 0.0002  0.0% 2263 
                                                      [1458] eb_bcs_apply 0.0001  0.0% 2263 
                                                   [912] exchange+copier 0.0046  0.0% 2263 
                                                      [968] Copier::define 0.0033  0.0% 2263 
                                                      [1304] exchange 0.0004  0.0% 2263 
                                                         [1377] local copying 0.0002  0.0% 2263 
                                                   [1679] coarse-fine_bcs 0.0000  0.0% 0 
                                                [699] EBLevelDataOps::kappaDotProduct 0.0142  0.0% 4526 
                                                [977] EBAMRPoissonOp::norm 0.0031  0.0% 2263 
                                                   [997] EBAMRPoissonOp::localMaxNorm 0.0028  0.0% 2263 
                                                      [1240] VoFIterator::define 0.0005  0.0% 2263 
                                                      [1310] FORT_MAXNORMMASK 0.0003  0.0% 2263 
                                                   [1499] mpi_allreduce 0.0000  0.0% 2263 
                                                [1108] EBLevelDataOps::assign(to,from) 0.0015  0.0% 2263 
                                                   [1168] BaseEBCellFAB::copy 0.0010  0.0% 2263 
                                                      [1264] BaseEBCellFAB::regcopy 0.0004  0.0% 2263 
                                                [1237] FORT_SCALEADDTWOFAB 0.0005  0.0% 4526 
                                             [760] ~LayoutData 0.0104  0.0% 18104 
                                             [1102] BiCGStabSolver::solve::Cleanup 0.0015  0.0% 2263 
                                                [1381] FORT_SCALEADDTWOFAB 0.0002  0.0% 2263 
                                             [1156] ~Copier 0.0010  0.0% 18104 
                                             [1340] ~LevelData 0.0003  0.0% 18104 
                                             [1367] ~BoxLayoutData 0.0002  0.0% 18104 
                                          [360] EBAMRPoissonOp::relax 0.0937  0.1% 2263 
                                             [363] EBAMRPoissonOp::levelGSRB 0.0933  0.1% 6789 
                                                [411] EBAMRPoissonOp::levelGSRB::Compute 0.0752  0.1% 13578 
                                                   [444] EBAMRPoissonOp::GSColorAllIrregular 0.0602  0.1% 27156 
                                                      [576] initFluxs 0.0286  0.0% 27156 
                                                      [786] applyColorStencil 0.0090  0.0% 27156 
                                                         [820] EBStencil::relax 0.0077  0.0% 27156 
                                                      [790] vofItDomLoBCS 0.0088  0.0% 54312 
                                                      [828] vofItDomHiBCS 0.0075  0.0% 54312 
                                                      [1080] initDataStructs 0.0017  0.0% 27156 
                                                   [1123] FORT_DOALLREGULARGSRB 0.0013  0.0% 13578 
                                                   [1248] exchange 0.0005  0.0% 6789 
                                                      [1400] local copying 0.0001  0.0% 6789 
                                                [704] EBAMRPoissonOp::levelGSRB::applyDomainFlux 0.0138  0.0% 6789 
                                                   [720] EBAMRPoissonOp::applyDomainFlux 0.0132  0.0% 6789 
                                                      [935] EBArith::loHi 0.0041  0.0% 13578 
                                                      [1072] FORT_REGAPPLYDOMAINFLUX_INPLACE 0.0018  0.0% 27156 
                                                      [1198] NeumannPoissonDomainBC::getFaceFlux 0.0008  0.0% 27156 
                                                [1204] exchange 0.0008  0.0% 6789 
                                                   [1308] local copying 0.0004  0.0% 6789 
                                       [237] EBAMRPoissonOp::relax 0.1798  0.2% 4526 
                                          [239] EBAMRPoissonOp::levelGSRB 0.1791  0.2% 13578 
                                             [268] EBAMRPoissonOp::levelGSRB::Compute 0.1424  0.1% 27156 
                                                [312] EBAMRPoissonOp::GSColorAllIrregular 0.1103  0.1% 54312 
                                                   [491] initFluxs 0.0456  0.0% 54312 
                                                   [602] applyColorStencil 0.0236  0.0% 54312 
                                                      [622] EBStencil::relax 0.0213  0.0% 54312 
                                                         [678] relax_loop_overvofs 0.0156  0.0% 54312 
                                                         [985] relax_header 0.0029  0.0% 54312 
                                                   [668] vofItDomLoBCS 0.0161  0.0% 108624 
                                                   [714] vofItDomHiBCS 0.0134  0.0% 108624 
                                                   [1006] initDataStructs 0.0027  0.0% 54312 
                                                [913] FORT_DOALLREGULARGSRB 0.0046  0.0% 27156 
                                                [1169] exchange 0.0010  0.0% 13578 
