
# Curve 0 of 1, 1000 points
# Curve title: "f(x)"
# x y type
 0  0  i
 0.4004  0  i
 0.800801  0  i
 1.2012  0  i
 1.6016  0  i
 2.002  0  i
 2.4024  0  i
 2.8028  0  i
 3.2032  0  i
 3.6036  0  i
 4.004  0  i
 4.4044  0  i
 4.8048  0  i
 5.20521  0  i
 5.60561  0  i
 6.00601  0  i
 6.40641  0  i
 6.80681  0  i
 7.20721  0  i
 7.60761  0  i
 8.00801  0  i
 8.40841  0  i
 8.80881  0  i
 9.20921  0  i
 9.60961  0  i
 10.01  0  i
 10.4104  0  i
 10.8108  0  i
 11.2112  0  i
 11.6116  0  i
 12.012  0  i
 12.4124  0  i
 12.8128  0  i
 13.2132  0  i
 13.6136  0  i
 14.014  0  i
 14.4144  0  i
 14.8148  0  i
 15.2152  0  i
 15.6156  0  i
 16.016  0  i
 16.4164  0  i
 16.8168  0  i
 17.2172  0  i
 17.6176  0  i
 18.018  0  i
 18.4184  0  i
 18.8188  0  i
 19.2192  0  i
 19.6196  0  i
 20.02  0  i
 20.4204  0  i
 20.8208  0  i
 21.2212  0  i
 21.6216  0  i
 22.022  0  i
 22.4224  0  i
 22.8228  0  i
 23.2232  0  i
 23.6236  0  i
 24.024  0  i
 24.4244  0  i
 24.8248  0  i
 25.2252  0  i
 25.6256  0  i
 26.026  0  i
 26.4264  0  i
 26.8268  0  i
 27.2272  0  i
 27.6276  0  i
 28.028  0  i
 28.4284  0  i
 28.8288  0  i
 29.2292  0  i
 29.6296  0  i
 30.03  0  i
 30.4304  0  i
 30.8308  0  i
 31.2312  0  i
 31.6316  0  i
 32.032  0  i
 32.4324  0  i
 32.8328  0  i
 33.2332  0  i
 33.6336  0  i
 34.034  0  i
 34.4344  0  i
 34.8348  0  i
 35.2352  0  i
 35.6356  0  i
 36.036  0  i
 36.4364  0  i
 36.8368  0  i
 37.2372  0  i
 37.6376  0  i
 38.038  0  i
 38.4384  0  i
 38.8388  0  i
 39.2392  0  i
 39.6396  0  i
 40.04  0  i
 40.4404  0  i
 40.8408  0  i
 41.2412  0  i
 41.6416  0  i
 42.042  0  i
 42.4424  0  i
 42.8428  0  i
 43.2432  0  i
 43.6436  0  i
 44.044  0  i
 44.4444  0  i
 44.8448  0  i
 45.2452  0  i
 45.6456  0  i
 46.046  0  i
 46.4464  0  i
 46.8468  0  i
 47.2472  0  i
 47.6476  0  i
 48.048  0  i
 48.4484  0  i
 48.8488  0  i
 49.2492  0  i
 49.6496  0  i
 50.0501  0  i
 50.4505  0  i
 50.8509  0  i
 51.2513  0  i
 51.6517  0  i
 52.0521  0  i
 52.4525  0  i
 52.8529  0  i
 53.2533  0  i
 53.6537  0  i
 54.0541  0  i
 54.4545  0  i
 54.8549  0  i
 55.2553  0  i
 55.6557  0  i
 56.0561  0  i
 56.4565  0  i
 56.8569  0  i
 57.2573  0  i
 57.6577  0  i
