BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
C:\Users\robertm\Desktop\LXCat-June2013.txt
How to reference in publications:
1) A.V. Phelps and L.C. Pitchford, Phys. Rev. A 31, 2932 (1985)
2) SIGLO database, http://www.lxcat.laplace.univ-tlse.fr, retrieved June 4, 2013
--------------------------------------------------
O2                                                              
C:\Users\robertm\Desktop\LXCat-June2013.txt
How to reference in publications:
1) Lawton and Phelps, J. Chem. Phys. 69, 1055(1978).
2) PHELPS database, http://www.lxcat.laplace.univ-tlse.fr, retrieved June 4, 2013
NOTE:3 body attachment cross section are normalized to gas density in units of cm-3.
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.1000E+19
Ion charge parameter                       0.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Grid type                                  0.000    
Precision                                 0.1000E-09
Convergence                               0.1000E-04
Maximum # of iterations                    2000.    
Mole fraction N2                          0.8000    
Mole fraction O2                          0.2000    
 
 
Energy (eV) 	Electric field / N (Td)                                         
18.74	0.000
18.86	0.000
18.98	0.000
19.10	0.000
19.22	0.000
19.34	0.000
19.46	0.000
19.57	0.000
19.69	0.000
19.81	0.000
19.93	0.000
20.05	0.000
20.17	0.000
20.29	0.000
20.40	0.000
20.52	0.000
20.64	0.000
20.76	0.000
20.88	0.000
21.00	0.000
21.11	0.000
21.23	0.000
21.35	0.000
21.47	0.000
21.59	0.000
21.71	0.000
21.83	0.000
21.94	0.000
22.06	0.000
22.18	0.000
22.30	0.000
22.42	0.000
22.54	0.000
22.65	0.000
22.77	0.000
22.89	0.000
23.01	0.000
23.13	0.000
23.25	0.000
23.37	0.000
23.48	0.000
23.60	0.000
23.72	0.000
23.84	0.000
23.96	0.000
24.08	0.000
24.19	0.000
24.31	0.000
24.43	0.000
24.55	0.000
24.67	0.000
24.79	0.000
24.91	0.000
25.02	0.000
25.14	0.000
25.26	0.000
25.38	0.000
25.50	0.000
25.62	0.000
25.74	0.000
25.85	0.000
25.97	0.000
26.09	0.000
26.21	0.000
26.33	0.000
26.45	0.000
26.56	0.000
26.68	0.000
26.80	0.000
26.92	0.000
27.04	0.000
27.16	0.000
27.28	0.000
27.39	0.000
27.51	0.000
27.63	0.000
27.75	0.000
27.87	0.000
27.99	0.000
28.10	0.000
28.22	0.000
28.34	0.000
28.46	0.000
28.58	0.000
28.70	0.000
28.82	0.000
28.93	0.000
29.05	0.000
29.17	0.000
29.29	0.000
29.41	0.000
29.53	0.000
29.64	0.000
29.76	0.000
29.88	0.000
30.00	0.000
 
 
C28   O2    Effective (momentum)                                
Energy (eV)	Inverse rate coefficient (m2)
0.5000	0.000
0.6185	0.000
0.7369	0.000
0.8554	0.000
0.9739	0.000
1.092	0.000
1.211	0.000
1.329	0.000
1.448	0.000
1.566	0.000
1.685	0.000
1.803	0.000
1.922	0.000
2.040	0.000
2.159	0.000
2.277	0.000
2.396	0.000
2.514	0.000
2.633	0.000
2.751	0.000
2.869	0.000
2.988	0.000
3.106	0.000
3.225	0.000
3.343	0.000
3.462	0.000
3.580	0.000
3.699	0.000
3.817	0.000
3.936	0.000
4.054	0.000
4.173	0.000
4.291	0.000
4.410	0.000
4.528	0.000
4.647	0.000
4.765	0.000
4.884	0.000
5.002	0.000
5.121	0.000
5.239	0.000
5.357	0.000
5.476	0.000
5.594	0.000
5.713	0.000
5.831	0.000
5.950	0.000
6.068	0.000
6.187	0.000
6.305	0.000
6.424	0.000
6.542	0.000
6.661	0.000
6.779	0.000
6.898	0.000
7.016	0.000
7.134	0.000
7.253	0.000
7.371	0.000
7.490	0.000
7.608	0.000
7.727	0.000
7.845	0.000
7.964	0.000
8.082	0.000
8.201	0.000
8.319	0.000
8.438	0.000
8.556	0.000
8.675	0.000
8.793	0.000
8.912	0.000
9.030	0.000
9.149	0.000
9.267	0.000
9.386	0.000
9.504	0.000
9.622	0.000
9.741	0.000
9.859	0.000
9.978	0.000
10.10	0.000
10.21	0.000
10.33	0.000
10.45	0.000
10.57	0.000
10.69	0.000
10.81	0.000
10.93	0.000
11.04	0.000
11.16	0.000
11.28	0.000
11.40	0.000
11.52	0.000
11.64	0.000
11.76	0.000
11.87	0.000
11.99	0.000
12.11	0.000
12.23	0.000
12.35	0.000
12.47	0.000
12.58	0.000
12.70	0.000
12.82	0.000
12.94	0.000
13.06	0.000
13.18	0.000
13.30	0.000
13.41	0.000
13.53	0.000
13.65	0.000
13.77	0.000
13.89	0.000
14.01	0.000
14.12	0.000
14.24	0.000
14.36	0.000
14.48	0.000
14.60	0.000
14.72	0.000
14.84	0.000
14.95	0.000
15.07	0.000
15.19	0.000
15.31	0.000
15.43	0.000
15.55	0.000
15.66	0.000
15.78	0.000
15.90	0.000
16.02	0.000
16.14	0.000
16.26	0.000
16.38	0.000
16.49	0.000
16.61	0.000
16.73	0.000
16.85	0.000
16.97	0.000
17.09	0.000
17.20	0.000
17.32	0.000
17.44	0.000
17.56	0.000
17.68	0.000
17.80	0.000
17.92	0.000
18.03	0.000
18.15	0.000
18.27	0.000
18.39	0.000
18.51	0.000
18.63	0.000
18.74	0.000
18.86	0.000
18.98	0.000
19.10	0.000
19.22	0.000
19.34	0.000
19.46	0.000
19.57	0.000
19.69	0.000
19.81	0.000
19.93	0.000
20.05	0.000
20.17	0.000
20.29	0.000
20.40	0.000
20.52	0.000
20.64	0.000
20.76	0.000
20.88	0.000
21.00	0.000
21.11	0.000
21.23	0.000
21.35	0.000
21.47	0.000
21.59	0.000
21.71	0.000
21.83	0.000
21.94	0.000
22.06	0.000
22.18	0.000
22.30	0.000
22.42	0.000
22.54	0.000
22.65	0.000
22.77	0.000
22.89	0.000
23.01	0.000
23.13	0.000
23.25	0.000
23.37	0.000
23.48	0.000
23.60	0.000
23.72	0.000
23.84	0.000
23.96	0.000
24.08	0.000
24.19	0.000
24.31	0.000
24.43	0.000
24.55	0.000
24.67	0.000
24.79	0.000
24.91	0.000
25.02	0.000
25.14	0.000
25.26	0.000
25.38	0.000
25.50	0.000
25.62	0.000
25.74	0.000
25.85	0.000
25.97	0.000
26.09	0.000
26.21	0.000
26.33	0.000
26.45	0.000
26.56	0.000
26.68	0.000
26.80	0.000
26.92	0.000
27.04	0.000
27.16	0.000
27.28	0.000
27.39	0.000
27.51	0.000
27.63	0.000
27.75	0.000
27.87	0.000
27.99	0.000
28.10	0.000
28.22	0.000
28.34	0.000
28.46	0.000
28.58	0.000
28.70	0.000
28.82	0.000
28.93	0.000
29.05	0.000
29.17	0.000
29.29	0.000
29.41	0.000
29.53	0.000
29.64	0.000
29.76	0.000
29.88	0.000
30.00	0.000
 
 
C29   O2    Excitation    0.020 eV                              
Energy (eV)	Inverse rate coefficient (m2)
0.5000	0.2787E-16
0.6185	0.3251E-16
0.7369	0.3548E-16
0.8554	0.3670E-16
0.9739	0.3580E-16
1.092	0.3259E-16
1.211	0.3023E-16
1.329	0.2874E-16
1.448	0.2750E-16
1.566	0.2638E-16
1.685	0.2535E-16
1.803	0.2438E-16
1.922	0.2345E-16
2.040	0.2257E-16
2.159	0.2172E-16
2.277	0.2091E-16
2.396	0.2012E-16
2.514	0.1936E-16
2.633	0.1862E-16
2.751	0.1790E-16
2.869	0.1721E-16
2.988	0.1654E-16
3.106	0.1589E-16
3.225	0.1526E-16
3.343	0.1465E-16
3.462	0.1406E-16
3.580	0.1350E-16
3.699	0.1296E-16
3.817	0.1243E-16
3.936	0.1192E-16
4.054	0.1143E-16
4.173	0.1096E-16
4.291	0.1050E-16
4.410	0.1007E-16
4.528	0.9652E-17
4.647	0.9237E-17
4.765	0.8857E-17
4.884	0.8497E-17
5.002	0.8176E-17
5.121	0.7855E-17
5.239	0.7551E-17
5.357	0.7250E-17
5.476	0.6966E-17
5.594	0.6692E-17
5.713	0.6432E-17
5.831	0.6177E-17
5.950	0.5952E-17
6.068	0.5744E-17
6.187	0.5551E-17
6.305	0.5367E-17
6.424	0.5206E-17
6.542	0.5033E-17
6.661	0.4864E-17
6.779	0.4702E-17
6.898	0.4548E-17
7.016	0.4404E-17
7.134	0.4273E-17
7.253	0.4152E-17
7.371	0.4037E-17
7.490	0.3923E-17
7.608	0.3816E-17
7.727	0.3715E-17
7.845	0.3620E-17
7.964	0.3538E-17
8.082	0.3444E-17
8.201	0.3355E-17
8.319	0.3271E-17
8.438	0.3190E-17
8.556	0.3115E-17
8.675	0.3043E-17
8.793	0.2974E-17
8.912	0.2903E-17
9.030	0.2842E-17
9.149	0.2783E-17
9.267	0.2728E-17
9.386	0.2675E-17
9.504	0.2625E-17
9.622	0.2575E-17
9.741	0.2525E-17
9.859	0.2478E-17
9.978	0.2431E-17
10.10	0.2375E-17
10.21	0.2329E-17
10.33	0.2284E-17
10.45	0.2242E-17
10.57	0.2202E-17
10.69	0.2162E-17
10.81	0.2125E-17
10.93	0.2089E-17
11.04	0.2055E-17
11.16	0.2022E-17
11.28	0.1990E-17
11.40	0.1960E-17
11.52	0.1930E-17
11.64	0.1902E-17
11.76	0.1874E-17
11.87	0.1845E-17
11.99	0.1817E-17
12.11	0.1788E-17
12.23	0.1761E-17
12.35	0.1735E-17
12.47	0.1709E-17
12.58	0.1683E-17
12.70	0.1659E-17
12.82	0.1635E-17
12.94	0.1612E-17
13.06	0.1589E-17
13.18	0.1568E-17
13.30	0.1547E-17
13.41	0.1526E-17
13.53	0.1506E-17
13.65	0.1487E-17
13.77	0.1468E-17
13.89	0.1451E-17
14.01	0.1433E-17
14.12	0.1416E-17
14.24	0.1399E-17
14.36	0.1380E-17
14.48	0.1363E-17
14.60	0.1346E-17
14.72	0.1333E-17
14.84	0.1318E-17
14.95	0.1303E-17
15.07	0.1287E-17
15.19	0.1272E-17
15.31	0.1257E-17
15.43	0.1241E-17
15.55	0.1227E-17
15.66	0.1213E-17
15.78	0.1199E-17
15.90	0.1186E-17
16.02	0.1172E-17
16.14	0.1160E-17
16.26	0.1148E-17
16.38	0.1136E-17
16.49	0.1125E-17
16.61	0.1113E-17
16.73	0.1102E-17
16.85	0.1091E-17
16.97	0.1080E-17
17.09	0.1069E-17
17.20	0.1059E-17
17.32	0.1049E-17
17.44	0.1039E-17
17.56	0.1029E-17
17.68	0.1019E-17
17.80	0.1009E-17
17.92	0.9987E-18
18.03	0.9891E-18
18.15	0.9797E-18
18.27	0.9707E-18
18.39	0.9619E-18
18.51	0.9531E-18
18.63	0.9444E-18
18.74	0.9359E-18
18.86	0.9270E-18
18.98	0.9182E-18
19.10	0.9096E-18
19.22	0.9012E-18
19.34	0.8930E-18
19.46	0.8852E-18
19.57	0.8776E-18
19.69	0.8702E-18
19.81	0.8628E-18
19.93	0.8556E-18
20.05	0.8484E-18
20.17	0.8410E-18
20.29	0.8337E-18
20.40	0.8273E-18
20.52	0.8203E-18
20.64	0.8134E-18
20.76	0.8069E-18
20.88	0.8005E-18
21.00	0.7941E-18
21.11	0.7879E-18
21.23	0.7817E-18
21.35	0.7756E-18
21.47	0.7694E-18
21.59	0.7629E-18
21.71	0.7572E-18
21.83	0.7517E-18
21.94	0.7463E-18
22.06	0.7409E-18
22.18	0.7355E-18
22.30	0.7304E-18
22.42	0.7253E-18
22.54	0.7203E-18
22.65	0.7154E-18
22.77	0.7102E-18
22.89	0.7051E-18
23.01	0.6998E-18
23.13	0.6945E-18
23.25	0.6892E-18
23.37	0.6841E-18
23.48	0.6790E-18
23.60	0.6740E-18
23.72	0.6691E-18
23.84	0.6644E-18
23.96	0.6597E-18
24.08	0.6551E-18
24.19	0.6505E-18
24.31	0.6460E-18
24.43	0.6416E-18
24.55	0.6373E-18
24.67	0.6330E-18
24.79	0.6288E-18
24.91	0.6247E-18
25.02	0.6207E-18
25.14	0.6167E-18
25.26	0.6126E-18
25.38	0.6086E-18
25.50	0.6047E-18
25.62	0.6008E-18
25.74	0.5968E-18
25.85	0.5928E-18
25.97	0.5889E-18
26.09	0.5851E-18
26.21	0.5813E-18
26.33	0.5775E-18
26.45	0.5738E-18
26.56	0.5702E-18
26.68	0.5666E-18
26.80	0.5631E-18
26.92	0.5597E-18
27.04	0.5563E-18
27.16	0.5529E-18
27.28	0.5496E-18
27.39	0.5463E-18
27.51	0.5431E-18
27.63	0.5398E-18
27.75	0.5366E-18
27.87	0.5334E-18
27.99	0.5303E-18
28.10	0.5272E-18
28.22	0.5242E-18
28.34	0.5212E-18
28.46	0.5182E-18
28.58	0.5153E-18
28.70	0.5124E-18
28.82	0.5095E-18
28.93	0.5067E-18
29.05	0.5040E-18
29.17	0.5009E-18
29.29	0.4982E-18
29.41	0.4954E-18
29.53	0.4927E-18
29.64	0.4900E-18
29.76	0.4873E-18
29.88	0.4847E-18
30.00	0.4821E-18
 
 
C30   O2    Excitation    0.19 eV                               
Energy (eV)	Inverse rate coefficient (m2)
0.5000	0.6929E-15
0.6185	0.6043E-15
0.7369	0.5092E-15
0.8554	0.4166E-15
0.9739	0.3346E-15
1.092	0.2790E-15
1.211	0.2586E-15
1.329	0.2463E-15
1.448	0.2357E-15
1.566	0.2260E-15
1.685	0.2173E-15
1.803	0.2088E-15
1.922	0.2009E-15
2.040	0.1933E-15
2.159	0.1859E-15
2.277	0.1788E-15
2.396	0.1721E-15
2.514	0.1655E-15
2.633	0.1590E-15
2.751	0.1529E-15
2.869	0.1469E-15
2.988	0.1411E-15
3.106	0.1354E-15
3.225	0.1300E-15
3.343	0.1247E-15
3.462	0.1196E-15
3.580	0.1147E-15
3.699	0.1100E-15
3.817	0.1054E-15
3.936	0.1010E-15
4.054	0.9681E-16
4.173	0.9272E-16
4.291	0.8879E-16
4.410	0.8504E-16
4.528	0.8145E-16
4.647	0.7789E-16
4.765	0.7462E-16
4.884	0.7151E-16
5.002	0.6870E-16
5.121	0.6593E-16
5.239	0.6331E-16
5.357	0.6072E-16
5.476	0.5828E-16
5.594	0.5594E-16
5.713	0.5372E-16
5.831	0.5155E-16
5.950	0.4962E-16
6.068	0.4785E-16
6.187	0.4619E-16
6.305	0.4462E-16
6.424	0.4323E-16
6.542	0.4176E-16
6.661	0.4032E-16
6.779	0.3895E-16
6.898	0.3765E-16
7.016	0.3643E-16
7.134	0.3533E-16
7.253	0.3430E-16
7.371	0.3332E-16
7.490	0.3236E-16
7.608	0.3146E-16
7.727	0.3061E-16
7.845	0.2980E-16
7.964	0.2911E-16
8.082	0.2832E-16
8.201	0.2757E-16
8.319	0.2686E-16
8.438	0.2619E-16
8.556	0.2556E-16
8.675	0.2496E-16
8.793	0.2438E-16
8.912	0.2379E-16
9.030	0.2328E-16
9.149	0.2279E-16
9.267	0.2233E-16
9.386	0.2189E-16
9.504	0.2147E-16
9.622	0.2105E-16
9.741	0.2063E-16
9.859	0.2024E-16
9.978	0.1985E-16
10.10	0.1939E-16
10.21	0.1900E-16
10.33	0.1864E-16
10.45	0.1829E-16
10.57	0.1795E-16
10.69	0.1763E-16
10.81	0.1732E-16
10.93	0.1702E-16
11.04	0.1674E-16
11.16	0.1647E-16
11.28	0.1620E-16
11.40	0.1595E-16
11.52	0.1571E-16
11.64	0.1547E-16
11.76	0.1524E-16
11.87	0.1501E-16
11.99	0.1477E-16
12.11	0.1454E-16
12.23	0.1432E-16
12.35	0.1410E-16
12.47	0.1389E-16
12.58	0.1368E-16
12.70	0.1348E-16
12.82	0.1328E-16
12.94	0.1309E-16
13.06	0.1291E-16
13.18	0.1273E-16
13.30	0.1256E-16
13.41	0.1239E-16
13.53	0.1222E-16
13.65	0.1206E-16
13.77	0.1192E-16
13.89	0.1177E-16
14.01	0.1162E-16
14.12	0.1149E-16
14.24	0.1135E-16
14.36	0.1120E-16
14.48	0.1105E-16
14.60	0.1092E-16
14.72	0.1080E-16
14.84	0.1068E-16
14.95	0.1056E-16
15.07	0.1043E-16
15.19	0.1031E-16
15.31	0.1018E-16
15.43	0.1005E-16
15.55	0.9942E-17
15.66	0.9822E-17
15.78	0.9712E-17
15.90	0.9609E-17
16.02	0.9496E-17
16.14	0.9387E-17
16.26	0.9294E-17
16.38	0.9200E-17
16.49	0.9102E-17
16.61	0.9022E-17
16.73	0.8919E-17
16.85	0.8831E-17
16.97	0.8738E-17
17.09	0.8652E-17
17.20	0.8568E-17
17.32	0.8484E-17
17.44	0.8403E-17
17.56	0.8322E-17
17.68	0.8239E-17
17.80	0.8157E-17
17.92	0.8077E-17
18.03	0.7999E-17
18.15	0.7923E-17
18.27	0.7850E-17
18.39	0.7778E-17
18.51	0.7707E-17
18.63	0.7636E-17
18.74	0.7567E-17
18.86	0.7495E-17
18.98	0.7423E-17
19.10	0.7353E-17
19.22	0.7284E-17
19.34	0.7218E-17
19.46	0.7155E-17
19.57	0.7094E-17
19.69	0.7033E-17
19.81	0.6973E-17
19.93	0.6914E-17
20.05	0.6856E-17
20.17	0.6796E-17
20.29	0.6736E-17
20.40	0.6685E-17
20.52	0.6627E-17
20.64	0.6572E-17
20.76	0.6519E-17
20.88	0.6467E-17
21.00	0.6415E-17
21.11	0.6365E-17
21.23	0.6315E-17
21.35	0.6265E-17
21.47	0.6214E-17
21.59	0.6161E-17
21.71	0.6116E-17
21.83	0.6071E-17
21.94	0.6026E-17
22.06	0.5982E-17
22.18	0.5939E-17
22.30	0.5898E-17
22.42	0.5857E-17
22.54	0.5817E-17
22.65	0.5776E-17
22.77	0.5734E-17
22.89	0.5692E-17
23.01	0.5650E-17
23.13	0.5606E-17
23.25	0.5564E-17
23.37	0.5522E-17
23.48	0.5481E-17
23.60	0.5440E-17
23.72	0.5401E-17
23.84	0.5362E-17
23.96	0.5325E-17
24.08	0.5288E-17
24.19	0.5251E-17
24.31	0.5214E-17
24.43	0.5179E-17
24.55	0.5143E-17
24.67	0.5109E-17
24.79	0.5075E-17
24.91	0.5042E-17
25.02	0.5009E-17
25.14	0.4976E-17
25.26	0.4944E-17
25.38	0.4912E-17
25.50	0.4880E-17
25.62	0.4848E-17
25.74	0.4816E-17
25.85	0.4784E-17
25.97	0.4752E-17
26.09	0.4721E-17
26.21	0.4690E-17
26.33	0.4659E-17
26.45	0.4629E-17
26.56	0.4600E-17
26.68	0.4571E-17
26.80	0.4543E-17
26.92	0.4515E-17
27.04	0.4487E-17
27.16	0.4460E-17
27.28	0.4433E-17
27.39	0.4407E-17
27.51	0.4380E-17
27.63	0.4354E-17
27.75	0.4328E-17
27.87	0.4302E-17
27.99	0.4277E-17
28.10	0.4252E-17
28.22	0.4227E-17
28.34	0.4203E-17
28.46	0.4179E-17
28.58	0.4155E-17
28.70	0.4132E-17
28.82	0.4109E-17
28.93	0.4086E-17
29.05	0.4064E-17
29.17	0.4040E-17
29.29	0.4017E-17
29.41	0.3995E-17
29.53	0.3973E-17
29.64	0.3951E-17
29.76	0.3929E-17
29.88	0.3908E-17
30.00	0.3887E-17
 
 
C31   O2    Excitation    0.19 eV                               
Energy (eV)	Inverse rate coefficient (m2)
0.5000	0.000
0.6185	0.000
0.7369	0.000
0.8554	0.000
0.9739	0.000
1.092	0.5274E-18
1.211	0.1785E-16
1.329	0.4656E-16
1.448	0.7941E-16
1.566	0.1143E-15
1.685	0.1509E-15
1.803	0.1886E-15
1.922	0.2270E-15
2.040	0.2661E-15
2.159	0.3059E-15
2.277	0.3461E-15
2.396	0.3867E-15
2.514	0.4275E-15
2.633	0.4685E-15
2.751	0.5097E-15
2.869	0.5510E-15
2.988	0.5924E-15
3.106	0.6337E-15
3.225	0.6749E-15
3.343	0.7158E-15
3.462	0.7567E-15
3.580	0.7973E-15
3.699	0.8378E-15
3.817	0.8777E-15
3.936	0.9172E-15
4.054	0.9560E-15
4.173	0.9942E-15
4.291	0.1031E-14
4.410	0.1068E-14
4.528	0.1104E-14
4.647	0.1140E-14
4.765	0.1174E-14
4.884	0.1207E-14
5.002	0.1239E-14
5.121	0.1269E-14
5.239	0.1299E-14
5.357	0.1327E-14
5.476	0.1354E-14
5.594	0.1381E-14
5.713	0.1406E-14
5.831	0.1430E-14
5.950	0.1453E-14
6.068	0.1473E-14
6.187	0.1492E-14
6.305	0.1510E-14
6.424	0.1526E-14
6.542	0.1542E-14
6.661	0.1557E-14
6.779	0.1571E-14
6.898	0.1584E-14
7.016	0.1596E-14
7.134	0.1606E-14
7.253	0.1615E-14
7.371	0.1623E-14
7.490	0.1631E-14
7.608	0.1638E-14
7.727	0.1645E-14
7.845	0.1650E-14
7.964	0.1654E-14
8.082	0.1658E-14
8.201	0.1661E-14
8.319	0.1664E-14
8.438	0.1666E-14
8.556	0.1668E-14
8.675	0.1669E-14
8.793	0.1670E-14
8.912	0.1670E-14
9.030	0.1670E-14
9.149	0.1669E-14
9.267	0.1667E-14
9.386	0.1666E-14
9.504	0.1663E-14
9.622	0.1661E-14
9.741	0.1658E-14
9.859	0.1655E-14
9.978	0.1652E-14
10.10	0.1650E-14
10.21	0.1646E-14
10.33	0.1643E-14
10.45	0.1639E-14
10.57	0.1635E-14
10.69	0.1630E-14
10.81	0.1626E-14
10.93	0.1621E-14
11.04	0.1616E-14
11.16	0.1611E-14
11.28	0.1606E-14
11.40	0.1600E-14
11.52	0.1594E-14
11.64	0.1588E-14
11.76	0.1583E-14
11.87	0.1577E-14
11.99	0.1572E-14
12.11	0.1566E-14
12.23	0.1560E-14
12.35	0.1554E-14
12.47	0.1548E-14
12.58	0.1542E-14
12.70	0.1536E-14
12.82	0.1529E-14
12.94	0.1523E-14
13.06	0.1517E-14
13.18	0.1510E-14
13.30	0.1504E-14
13.41	0.1498E-14
13.53	0.1491E-14
13.65	0.1485E-14
13.77	0.1478E-14
13.89	0.1471E-14
14.01	0.1465E-14
14.12	0.1458E-14
14.24	0.1452E-14
14.36	0.1445E-14
14.48	0.1439E-14
14.60	0.1433E-14
14.72	0.1426E-14
14.84	0.1419E-14
14.95	0.1413E-14
15.07	0.1406E-14
15.19	0.1400E-14
15.31	0.1393E-14
15.43	0.1387E-14
15.55	0.1381E-14
15.66	0.1374E-14
15.78	0.1368E-14
15.90	0.1362E-14
16.02	0.1355E-14
16.14	0.1349E-14
16.26	0.1343E-14
16.38	0.1336E-14
16.49	0.1330E-14
16.61	0.1323E-14
16.73	0.1317E-14
16.85	0.1311E-14
16.97	0.1305E-14
17.09	0.1299E-14
17.20	0.1293E-14
17.32	0.1287E-14
17.44	0.1281E-14
17.56	0.1275E-14
17.68	0.1269E-14
17.80	0.1263E-14
17.92	0.1257E-14
18.03	0.1251E-14
18.15	0.1245E-14
18.27	0.1239E-14
18.39	0.1233E-14
18.51	0.1228E-14
18.63	0.1222E-14
18.74	0.1216E-14
18.86	0.1210E-14
18.98	0.1205E-14
19.10	0.1199E-14
19.22	0.1193E-14
19.34	0.1188E-14
19.46	0.1182E-14
19.57	0.1177E-14
19.69	0.1172E-14
19.81	0.1166E-14
19.93	0.1161E-14
20.05	0.1155E-14
20.17	0.1150E-14
20.29	0.1145E-14
20.40	0.1139E-14
20.52	0.1134E-14
20.64	0.1129E-14
20.76	0.1124E-14
20.88	0.1119E-14
21.00	0.1114E-14
21.11	0.1109E-14
21.23	0.1104E-14
21.35	0.1099E-14
21.47	0.1094E-14
21.59	0.1089E-14
21.71	0.1084E-14
21.83	0.1079E-14
21.94	0.1074E-14
22.06	0.1069E-14
22.18	0.1064E-14
22.30	0.1060E-14
22.42	0.1055E-14
22.54	0.1050E-14
22.65	0.1045E-14
22.77	0.1041E-14
22.89	0.1036E-14
23.01	0.1032E-14
23.13	0.1027E-14
23.25	0.1023E-14
23.37	0.1018E-14
23.48	0.1014E-14
23.60	0.1010E-14
23.72	0.1005E-14
23.84	0.1001E-14
23.96	0.9965E-15
24.08	0.9922E-15
24.19	0.9878E-15
24.31	0.9836E-15
24.43	0.9794E-15
24.55	0.9751E-15
24.67	0.9710E-15
24.79	0.9668E-15
24.91	0.9627E-15
25.02	0.9586E-15
25.14	0.9546E-15
25.26	0.9506E-15
25.38	0.9466E-15
25.50	0.9426E-15
25.62	0.9387E-15
25.74	0.9348E-15
25.85	0.9310E-15
25.97	0.9272E-15
26.09	0.9234E-15
26.21	0.9197E-15
26.33	0.9159E-15
26.45	0.9121E-15
26.56	0.9084E-15
26.68	0.9046E-15
26.80	0.9009E-15
26.92	0.8972E-15
27.04	0.8935E-15
27.16	0.8898E-15
27.28	0.8862E-15
27.39	0.8826E-15
27.51	0.8790E-15
27.63	0.8755E-15
27.75	0.8720E-15
27.87	0.8685E-15
27.99	0.8651E-15
28.10	0.8616E-15
28.22	0.8582E-15
28.34	0.8548E-15
28.46	0.8515E-15
28.58	0.8482E-15
28.70	0.8449E-15
28.82	0.8416E-15
28.93	0.8384E-15
29.05	0.8352E-15
29.17	0.8316E-15
29.29	0.8284E-15
29.41	0.8252E-15
29.53	0.8220E-15
29.64	0.8189E-15
29.76	0.8158E-15
29.88	0.8127E-15
30.00	0.8096E-15
 
 
C32   O2    Excitation    0.38 eV                               
Energy (eV)	Inverse rate coefficient (m2)
0.5000	0.2624E-15
0.6185	0.2350E-15
0.7369	0.2021E-15
0.8554	0.1684E-15
0.9739	0.1372E-15
1.092	0.1152E-15
1.211	0.1069E-15
1.329	0.1018E-15
1.448	0.9740E-16
1.566	0.9340E-16
1.685	0.8980E-16
1.803	0.8627E-16
1.922	0.8300E-16
2.040	0.7987E-16
2.159	0.7682E-16
2.277	0.7390E-16
2.396	0.7109E-16
2.514	0.6836E-16
2.633	0.6571E-16
2.751	0.6315E-16
2.869	0.6068E-16
2.988	0.5828E-16
3.106	0.5596E-16
3.225	0.5370E-16
3.343	0.5152E-16
3.462	0.4942E-16
3.580	0.4740E-16
3.699	0.4546E-16
3.817	0.4357E-16
3.936	0.4175E-16
4.054	0.4000E-16
4.173	0.3832E-16
4.291	0.3669E-16
4.410	0.3514E-16
4.528	0.3366E-16
4.647	0.3220E-16
4.765	0.3084E-16
4.884	0.2956E-16
5.002	0.2840E-16
5.121	0.2726E-16
5.239	0.2617E-16
5.357	0.2510E-16
5.476	0.2409E-16
5.594	0.2313E-16
5.713	0.2221E-16
5.831	0.2131E-16
5.950	0.2052E-16
6.068	0.1978E-16
6.187	0.1910E-16
6.305	0.1845E-16
6.424	0.1788E-16
6.542	0.1727E-16
6.661	0.1667E-16
6.779	0.1611E-16
6.898	0.1557E-16
7.016	0.1507E-16
7.134	0.1461E-16
7.253	0.1418E-16
7.371	0.1378E-16
7.490	0.1338E-16
7.608	0.1301E-16
7.727	0.1266E-16
7.845	0.1232E-16
7.964	0.1204E-16
8.082	0.1171E-16
8.201	0.1140E-16
8.319	0.1111E-16
8.438	0.1083E-16
8.556	0.1057E-16
8.675	0.1032E-16
8.793	0.1008E-16
8.912	0.9842E-17
9.030	0.9630E-17
9.149	0.9426E-17
9.267	0.9237E-17
9.386	0.9055E-17
9.504	0.8880E-17
9.622	0.8708E-17
9.741	0.8536E-17
9.859	0.8374E-17
9.978	0.8215E-17
10.10	0.8022E-17
10.21	0.7863E-17
10.33	0.7711E-17
10.45	0.7568E-17
10.57	0.7428E-17
10.69	0.7294E-17
10.81	0.7166E-17
10.93	0.7043E-17
11.04	0.6926E-17
11.16	0.6814E-17
11.28	0.6705E-17
11.40	0.6600E-17
11.52	0.6499E-17
11.64	0.6402E-17
11.76	0.6307E-17
11.87	0.6210E-17
11.99	0.6112E-17
12.11	0.6015E-17
12.23	0.5924E-17
12.35	0.5835E-17
12.47	0.5747E-17
12.58	0.5659E-17
12.70	0.5576E-17
12.82	0.5495E-17
12.94	0.5417E-17
13.06	0.5341E-17
13.18	0.5268E-17
13.30	0.5196E-17
13.41	0.5126E-17
