BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
C:\Users\robertm\Desktop\LXCat-June2013.txt
How to reference in publications:
1) A.V. Phelps and L.C. Pitchford, Phys. Rev. A 31, 2932 (1985)
2) SIGLO database, http://www.lxcat.laplace.univ-tlse.fr, retrieved June 4, 2013
--------------------------------------------------
O2                                                              
C:\Users\robertm\Desktop\LXCat-June2013.txt
How to reference in publications:
1) Lawton and Phelps, J. Chem. Phys. 69, 1055(1978).
2) PHELPS database, http://www.lxcat.laplace.univ-tlse.fr, retrieved June 4, 2013
NOTE:3 body attachment cross section are normalized to gas density in units of cm-3.
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.1000E+19
Ion charge parameter                       0.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Grid type                                  0.000    
Precision                                 0.1000E-09
Convergence                               0.1000E-04
Maximum # of iterations                    2000.    
Mole fraction N2                          0.8000    
Mole fraction O2                          0.2000    
 
 
Energy (eV) 	Electric field / N (Td)                                         
17.09	0.5315E-15
17.20	0.5265E-15
17.32	0.5216E-15
17.44	0.5168E-15
17.56	0.5121E-15
17.68	0.5076E-15
17.80	0.5031E-15
17.92	0.4987E-15
18.03	0.4944E-15
18.15	0.4902E-15
18.27	0.4862E-15
18.39	0.4822E-15
18.51	0.4782E-15
18.63	0.4743E-15
18.74	0.4704E-15
18.86	0.4663E-15
18.98	0.4623E-15
19.10	0.4583E-15
19.22	0.4544E-15
19.34	0.4506E-15
19.46	0.4469E-15
19.57	0.4434E-15
19.69	0.4398E-15
19.81	0.4364E-15
19.93	0.4329E-15
20.05	0.4295E-15
20.17	0.4261E-15
20.29	0.4227E-15
20.40	0.4194E-15
20.52	0.4161E-15
20.64	0.4128E-15
20.76	0.4097E-15
20.88	0.4067E-15
21.00	0.4036E-15
21.11	0.4006E-15
21.23	0.3977E-15
21.35	0.3947E-15
21.47	0.3918E-15
21.59	0.3887E-15
21.71	0.3858E-15
21.83	0.3830E-15
21.94	0.3802E-15
22.06	0.3775E-15
22.18	0.3748E-15
22.30	0.3721E-15
22.42	0.3696E-15
22.54	0.3670E-15
22.65	0.3645E-15
22.77	0.3621E-15
22.89	0.3596E-15
23.01	0.3571E-15
23.13	0.3546E-15
23.25	0.3522E-15
23.37	0.3497E-15
23.48	0.3473E-15
23.60	0.3449E-15
23.72	0.3426E-15
23.84	0.3403E-15
23.96	0.3381E-15
24.08	0.3359E-15
24.19	0.3337E-15
24.31	0.3315E-15
24.43	0.3293E-15
24.55	0.3272E-15
24.67	0.3251E-15
24.79	0.3231E-15
24.91	0.3211E-15
25.02	0.3191E-15
25.14	0.3171E-15
25.26	0.3151E-15
25.38	0.3131E-15
25.50	0.3112E-15
25.62	0.3093E-15
25.74	0.3073E-15
25.85	0.3054E-15
25.97	0.3036E-15
26.09	0.3017E-15
26.21	0.2999E-15
26.33	0.2981E-15
26.45	0.2963E-15
26.56	0.2945E-15
26.68	0.2927E-15
26.80	0.2910E-15
26.92	0.2893E-15
27.04	0.2876E-15
27.16	0.2860E-15
27.28	0.2844E-15
27.39	0.2827E-15
27.51	0.2811E-15
27.63	0.2795E-15
27.75	0.2780E-15
27.87	0.2764E-15
27.99	0.2748E-15
28.10	0.2733E-15
28.22	0.2718E-15
28.34	0.2702E-15
28.46	0.2688E-15
28.58	0.2673E-15
28.70	0.2658E-15
28.82	0.2644E-15
28.93	0.2630E-15
29.05	0.2616E-15
29.17	0.2600E-15
29.29	0.2586E-15
29.41	0.2573E-15
29.53	0.2559E-15
29.64	0.2545E-15
29.76	0.2532E-15
29.88	0.2519E-15
30.00	0.2505E-15
 
 
C6    N2    Excitation    0.88 eV                               
Energy (eV)	Rate coefficient (m3/s)
0.5000	0.5115E-20
0.6185	0.7003E-19
0.7369	0.5853E-18
0.8554	0.4231E-17
0.9739	0.3846E-16
1.092	0.4519E-15
1.211	0.9326E-15
1.329	0.1158E-14
1.448	0.1293E-14
1.566	0.1396E-14
1.685	0.1476E-14
1.803	0.1529E-14
1.922	0.1584E-14
2.040	0.1629E-14
2.159	0.1666E-14
2.277	0.1687E-14
2.396	0.1711E-14
2.514	0.1724E-14
2.633	0.1733E-14
2.751	0.1738E-14
2.869	0.1740E-14
2.988	0.1742E-14
3.106	0.1743E-14
3.225	0.1741E-14
3.343	0.1743E-14
3.462	0.1732E-14
3.580	0.1719E-14
3.699	0.1697E-14
3.817	0.1680E-14
3.936	0.1663E-14
4.054	0.1644E-14
4.173	0.1627E-14
4.291	0.1617E-14
4.410	0.1597E-14
4.528	0.1576E-14
4.647	0.1551E-14
4.765	0.1526E-14
4.884	0.1501E-14
5.002	0.1473E-14
5.121	0.1449E-14
5.239	0.1425E-14
5.357	0.1407E-14
5.476	0.1383E-14
5.594	0.1358E-14
5.713	0.1333E-14
5.831	0.1308E-14
5.950	0.1284E-14
6.068	0.1261E-14
6.187	0.1238E-14
6.305	0.1216E-14
6.424	0.1191E-14
6.542	0.1169E-14
6.661	0.1148E-14
6.779	0.1127E-14
6.898	0.1107E-14
7.016	0.1087E-14
7.134	0.1069E-14
7.253	0.1051E-14
7.371	0.1033E-14
7.490	0.1014E-14
7.608	0.9945E-15
7.727	0.9759E-15
7.845	0.9579E-15
7.964	0.9416E-15
8.082	0.9259E-15
8.201	0.9107E-15
8.319	0.8960E-15
8.438	0.8815E-15
8.556	0.8673E-15
8.675	0.8535E-15
8.793	0.8392E-15
8.912	0.8242E-15
9.030	0.8112E-15
9.149	0.7984E-15
9.267	0.7859E-15
9.386	0.7737E-15
9.504	0.7619E-15
9.622	0.7503E-15
9.741	0.7388E-15
9.859	0.7278E-15
9.978	0.7172E-15
10.10	0.7064E-15
10.21	0.6958E-15
10.33	0.6856E-15
10.45	0.6758E-15
10.57	0.6663E-15
10.69	0.6570E-15
10.81	0.6478E-15
10.93	0.6389E-15
11.04	0.6303E-15
11.16	0.6219E-15
11.28	0.6137E-15
11.40	0.6056E-15
11.52	0.5978E-15
11.64	0.5902E-15
11.76	0.5827E-15
11.87	0.5735E-15
11.99	0.5658E-15
12.11	0.5586E-15
12.23	0.5518E-15
12.35	0.5450E-15
12.47	0.5384E-15
12.58	0.5319E-15
12.70	0.5254E-15
12.82	0.5191E-15
12.94	0.5130E-15
13.06	0.5069E-15
13.18	0.5010E-15
13.30	0.4952E-15
13.41	0.4895E-15
13.53	0.4840E-15
13.65	0.4786E-15
13.77	0.4733E-15
13.89	0.4682E-15
14.01	0.4630E-15
14.12	0.4581E-15
14.24	0.4530E-15
14.36	0.4478E-15
14.48	0.4419E-15
14.60	0.4372E-15
14.72	0.4325E-15
14.84	0.4280E-15
14.95	0.4235E-15
15.07	0.4191E-15
15.19	0.4148E-15
15.31	0.4105E-15
15.43	0.4062E-15
15.55	0.4021E-15
15.66	0.3980E-15
15.78	0.3941E-15
15.90	0.3902E-15
16.02	0.3864E-15
16.14	0.3826E-15
16.26	0.3790E-15
16.38	0.3755E-15
16.49	0.3721E-15
16.61	0.3687E-15
16.73	0.3654E-15
16.85	0.3621E-15
16.97	0.3586E-15
17.09	0.3545E-15
17.20	0.3512E-15
17.32	0.3479E-15
17.44	0.3447E-15
17.56	0.3416E-15
17.68	0.3385E-15
17.80	0.3355E-15
17.92	0.3326E-15
18.03	0.3297E-15
18.15	0.3269E-15
18.27	0.3242E-15
18.39	0.3216E-15
18.51	0.3189E-15
18.63	0.3163E-15
18.74	0.3137E-15
18.86	0.3109E-15
18.98	0.3082E-15
19.10	0.3056E-15
19.22	0.3030E-15
19.34	0.3005E-15
19.46	0.2980E-15
19.57	0.2957E-15
19.69	0.2934E-15
19.81	0.2911E-15
19.93	0.2888E-15
20.05	0.2865E-15
20.17	0.2843E-15
20.29	0.2820E-15
20.40	0.2796E-15
20.52	0.2774E-15
20.64	0.2752E-15
20.76	0.2732E-15
20.88	0.2711E-15
21.00	0.2691E-15
21.11	0.2671E-15
21.23	0.2652E-15
21.35	0.2632E-15
21.47	0.2613E-15
21.59	0.2591E-15
21.71	0.2572E-15
21.83	0.2553E-15
21.94	0.2534E-15
22.06	0.2516E-15
22.18	0.2498E-15
22.30	0.2480E-15
22.42	0.2463E-15
22.54	0.2446E-15
22.65	0.2429E-15
22.77	0.2413E-15
22.89	0.2396E-15
23.01	0.2380E-15
23.13	0.2363E-15
23.25	0.2346E-15
23.37	0.2330E-15
23.48	0.2314E-15
23.60	0.2297E-15
23.72	0.2282E-15
23.84	0.2267E-15
23.96	0.2252E-15
24.08	0.2237E-15
24.19	0.2222E-15
24.31	0.2208E-15
24.43	0.2194E-15
24.55	0.2180E-15
24.67	0.2166E-15
24.79	0.2153E-15
24.91	0.2139E-15
25.02	0.2126E-15
25.14	0.2113E-15
25.26	0.2100E-15
25.38	0.2087E-15
25.50	0.2074E-15
25.62	0.2061E-15
25.74	0.2048E-15
25.85	0.2036E-15
25.97	0.2023E-15
26.09	0.2011E-15
26.21	0.1998E-15
26.33	0.1986E-15
26.45	0.1974E-15
26.56	0.1962E-15
26.68	0.1950E-15
26.80	0.1939E-15
26.92	0.1927E-15
27.04	0.1916E-15
27.16	0.1905E-15
27.28	0.1894E-15
27.39	0.1883E-15
27.51	0.1872E-15
27.63	0.1862E-15
27.75	0.1851E-15
27.87	0.1841E-15
27.99	0.1830E-15
28.10	0.1820E-15
28.22	0.1810E-15
28.34	0.1800E-15
28.46	0.1790E-15
28.58	0.1780E-15
28.70	0.1770E-15
28.82	0.1761E-15
28.93	0.1751E-15
29.05	0.1742E-15
29.17	0.1732E-15
29.29	0.1722E-15
29.41	0.1713E-15
29.53	0.1704E-15
29.64	0.1695E-15
29.76	0.1686E-15
29.88	0.1677E-15
30.00	0.1668E-15
 
 
C7    N2    Excitation    1.17 eV                               
Energy (eV)	Rate coefficient (m3/s)
0.5000	0.6347E-23
0.6185	0.1473E-21
0.7369	0.3158E-20
0.8554	0.7035E-19
0.9739	0.2760E-17
1.092	0.1436E-15
1.211	0.4147E-15
1.329	0.5657E-15
1.448	0.6619E-15
1.566	0.7407E-15
1.685	0.8033E-15
1.803	0.8488E-15
1.922	0.8942E-15
2.040	0.9322E-15
2.159	0.9665E-15
2.277	0.9908E-15
2.396	0.1014E-14
2.514	0.1033E-14
2.633	0.1048E-14
2.751	0.1058E-14
2.869	0.1066E-14
2.988	0.1074E-14
3.106	0.1080E-14
3.225	0.1085E-14
3.343	0.1092E-14
3.462	0.1093E-14
3.580	0.1090E-14
3.699	0.1083E-14
3.817	0.1077E-14
3.936	0.1070E-14
4.054	0.1060E-14
4.173	0.1053E-14
4.291	0.1049E-14
4.410	0.1040E-14
4.528	0.1030E-14
4.647	0.1018E-14
4.765	0.1005E-14
4.884	0.9912E-15
5.002	0.9753E-15
5.121	0.9615E-15
5.239	0.9475E-15
5.357	0.9361E-15
5.476	0.9218E-15
5.594	0.9075E-15
5.713	0.8930E-15
5.831	0.8783E-15
5.950	0.8638E-15
6.068	0.8494E-15
6.187	0.8353E-15
6.305	0.8213E-15
6.424	0.8048E-15
6.542	0.7904E-15
6.661	0.7769E-15
6.779	0.7641E-15
6.898	0.7514E-15
7.016	0.7388E-15
7.134	0.7276E-15
7.253	0.7156E-15
7.371	0.7037E-15
7.490	0.6914E-15
7.608	0.6787E-15
7.727	0.6664E-15
7.845	0.6544E-15
7.964	0.6433E-15
8.082	0.6331E-15
8.201	0.6231E-15
8.319	0.6134E-15
8.438	0.6039E-15
8.556	0.5945E-15
8.675	0.5853E-15
8.793	0.5757E-15
8.912	0.5655E-15
9.030	0.5567E-15
9.149	0.5481E-15
9.267	0.5396E-15
9.386	0.5314E-15
9.504	0.5234E-15
9.622	0.5156E-15
9.741	0.5079E-15
9.859	0.5006E-15
9.978	0.4934E-15
10.10	0.4863E-15
10.21	0.4791E-15
10.33	0.4721E-15
10.45	0.4655E-15
10.57	0.4590E-15
10.69	0.4526E-15
10.81	0.4463E-15
10.93	0.4402E-15
11.04	0.4343E-15
11.16	0.4285E-15
11.28	0.4229E-15
11.40	0.4174E-15
11.52	0.4121E-15
11.64	0.4070E-15
11.76	0.4020E-15
11.87	0.3959E-15
11.99	0.3907E-15
12.11	0.3857E-15
12.23	0.3810E-15
12.35	0.3765E-15
12.47	0.3719E-15
12.58	0.3674E-15
12.70	0.3629E-15
12.82	0.3586E-15
12.94	0.3543E-15
13.06	0.3501E-15
13.18	0.3460E-15
13.30	0.3420E-15
13.41	0.3381E-15
13.53	0.3343E-15
13.65	0.3305E-15
13.77	0.3270E-15
13.89	0.3235E-15
14.01	0.3200E-15
14.12	0.3166E-15
14.24	0.3132E-15
14.36	0.3096E-15
14.48	0.3056E-15
14.60	0.3023E-15
14.72	0.2993E-15
14.84	0.2962E-15
14.95	0.2931E-15
15.07	0.2900E-15
15.19	0.2870E-15
15.31	0.2840E-15
15.43	0.2811E-15
15.55	0.2782E-15
15.66	0.2754E-15
15.78	0.2726E-15
15.90	0.2699E-15
16.02	0.2673E-15
16.14	0.2647E-15
16.26	0.2622E-15
16.38	0.2598E-15
16.49	0.2575E-15
16.61	0.2551E-15
16.73	0.2528E-15
16.85	0.2505E-15
16.97	0.2481E-15
17.09	0.2456E-15
17.20	0.2433E-15
17.32	0.2410E-15
17.44	0.2387E-15
17.56	0.2365E-15
17.68	0.2344E-15
17.80	0.2324E-15
17.92	0.2303E-15
18.03	0.2283E-15
18.15	0.2264E-15
18.27	0.2245E-15
18.39	0.2227E-15
18.51	0.2208E-15
18.63	0.2190E-15
18.74	0.2172E-15
18.86	0.2153E-15
18.98	0.2134E-15
19.10	0.2116E-15
19.22	0.2098E-15
19.34	0.2080E-15
19.46	0.2063E-15
19.57	0.2047E-15
19.69	0.2031E-15
19.81	0.2015E-15
19.93	0.2000E-15
20.05	0.1984E-15
20.17	0.1969E-15
20.29	0.1954E-15
20.40	0.1936E-15
20.52	0.1921E-15
20.64	0.1906E-15
20.76	0.1892E-15
20.88	0.1878E-15
21.00	0.1864E-15
21.11	0.1850E-15
21.23	0.1837E-15
21.35	0.1823E-15
21.47	0.1810E-15
21.59	0.1796E-15
21.71	0.1783E-15
21.83	0.1770E-15
21.94	0.1757E-15
22.06	0.1744E-15
22.18	0.1731E-15
22.30	0.1719E-15
22.42	0.1707E-15
22.54	0.1696E-15
22.65	0.1684E-15
22.77	0.1672E-15
22.89	0.1661E-15
23.01	0.1650E-15
23.13	0.1638E-15
23.25	0.1626E-15
23.37	0.1615E-15
23.48	0.1604E-15
23.60	0.1592E-15
23.72	0.1581E-15
23.84	0.1571E-15
23.96	0.1560E-15
24.08	0.1550E-15
24.19	0.1540E-15
24.31	0.1530E-15
24.43	0.1520E-15
24.55	0.1510E-15
24.67	0.1501E-15
24.79	0.1491E-15
24.91	0.1482E-15
25.02	0.1473E-15
25.14	0.1464E-15
25.26	0.1455E-15
25.38	0.1446E-15
25.50	0.1437E-15
25.62	0.1429E-15
25.74	0.1420E-15
25.85	0.1411E-15
25.97	0.1403E-15
26.09	0.1394E-15
26.21	0.1386E-15
26.33	0.1377E-15
26.45	0.1369E-15
26.56	0.1361E-15
26.68	0.1353E-15
26.80	0.1345E-15
26.92	0.1337E-15
27.04	0.1329E-15
27.16	0.1322E-15
27.28	0.1314E-15
27.39	0.1307E-15
27.51	0.1299E-15
27.63	0.1292E-15
27.75	0.1284E-15
27.87	0.1277E-15
27.99	0.1270E-15
28.10	0.1263E-15
28.22	0.1255E-15
28.34	0.1248E-15
28.46	0.1242E-15
28.58	0.1235E-15
28.70	0.1228E-15
28.82	0.1221E-15
28.93	0.1215E-15
29.05	0.1208E-15
29.17	0.1201E-15
29.29	0.1195E-15
29.41	0.1188E-15
29.53	0.1182E-15
29.64	0.1176E-15
29.76	0.1170E-15
29.88	0.1163E-15
30.00	0.1157E-15
 
 
C8    N2    Excitation    1.47 eV                               
Energy (eV)	Rate coefficient (m3/s)
0.5000	0.6269E-24
0.6185	0.7488E-23
0.7369	0.2159E-21
0.8554	0.1138E-19
0.9739	0.9485E-18
1.092	0.8144E-16
1.211	0.2692E-15
1.329	0.3834E-15
1.448	0.4597E-15
1.566	0.5233E-15
1.685	0.5762E-15
1.803	0.6162E-15
1.922	0.6558E-15
2.040	0.6895E-15
2.159	0.7184E-15
2.277	0.7423E-15
2.396	0.7638E-15
2.514	0.7831E-15
2.633	0.7994E-15
2.751	0.8121E-15
2.869	0.8224E-15
2.988	0.8319E-15
3.106	0.8397E-15
3.225	0.8464E-15
3.343	0.8546E-15
3.462	0.8581E-15
3.580	0.8596E-15
3.699	0.8573E-15
3.817	0.8555E-15
3.936	0.8528E-15
4.054	0.8473E-15
4.173	0.8440E-15
4.291	0.8424E-15
4.410	0.8369E-15
4.528	0.8306E-15
4.647	0.8240E-15
4.765	0.8153E-15
4.884	0.8059E-15
5.002	0.7950E-15
5.121	0.7853E-15
5.239	0.7752E-15
5.357	0.7666E-15
5.476	0.7560E-15
5.594	0.7455E-15
5.713	0.7348E-15
5.831	0.7244E-15
5.950	0.7135E-15
6.068	0.7025E-15
6.187	0.6917E-15
6.305	0.6809E-15
6.424	0.6677E-15
6.542	0.6564E-15
6.661	0.6456E-15
6.779	0.6356E-15
6.898	0.6257E-15
7.016	0.6159E-15
7.134	0.6073E-15
7.253	0.5977E-15
7.371	0.5881E-15
7.490	0.5782E-15
7.608	0.5680E-15
7.727	0.5580E-15
7.845	0.5483E-15
7.964	0.5393E-15
8.082	0.5311E-15
8.201	0.5230E-15
8.319	0.5153E-15
8.438	0.5075E-15
8.556	0.4998E-15
8.675	0.4921E-15
8.793	0.4843E-15
8.912	0.4760E-15
9.030	0.4688E-15
9.149	0.4617E-15
9.267	0.4547E-15
9.386	0.4479E-15
9.504	0.4413E-15
9.622	0.4348E-15
9.741	0.4285E-15
9.859	0.4224E-15
9.978	0.4165E-15
10.10	0.4106E-15
10.21	0.4047E-15
10.33	0.3989E-15
10.45	0.3934E-15
10.57	0.3880E-15
10.69	0.3827E-15
10.81	0.3775E-15
10.93	0.3725E-15
11.04	0.3675E-15
11.16	0.3627E-15
11.28	0.3580E-15
11.40	0.3534E-15
11.52	0.3489E-15
11.64	0.3446E-15
11.76	0.3403E-15
11.87	0.3353E-15
11.99	0.3310E-15
12.11	0.3268E-15
12.23	0.3229E-15
12.35	0.3191E-15
12.47	0.3153E-15
12.58	0.3116E-15
12.70	0.3079E-15
12.82	0.3042E-15
12.94	0.3007E-15
13.06	0.2972E-15
13.18	0.2937E-15
13.30	0.2904E-15
13.41	0.2871E-15
13.53	0.2838E-15
13.65	0.2806E-15
13.77	0.2776E-15
13.89	0.2746E-15
14.01	0.2716E-15
14.12	0.2687E-15
14.24	0.2658E-15
14.36	0.2629E-15
14.48	0.2597E-15
14.60	0.2570E-15
14.72	0.2543E-15
14.84	0.2517E-15
14.95	0.2491E-15
15.07	0.2466E-15
15.19	0.2440E-15
15.31	0.2415E-15
15.43	0.2391E-15
15.55	0.2366E-15
15.66	0.2343E-15
15.78	0.2319E-15
15.90	0.2297E-15
16.02	0.2274E-15
16.14	0.2252E-15
16.26	0.2231E-15
16.38	0.2210E-15
16.49	0.2190E-15
16.61	0.2170E-15
16.73	0.2150E-15
16.85	0.2131E-15
16.97	0.2111E-15
17.09	0.2091E-15
17.20	0.2071E-15
17.32	0.2052E-15
17.44	0.2033E-15
17.56	0.2014E-15
17.68	0.1996E-15
17.80	0.1979E-15
17.92	0.1961E-15
18.03	0.1945E-15
18.15	0.1928E-15
18.27	0.1912E-15
18.39	0.1896E-15
18.51	0.1881E-15
18.63	0.1865E-15
18.74	0.1849E-15
18.86	0.1833E-15
18.98	0.1818E-15
19.10	0.1802E-15
19.22	0.1787E-15
19.34	0.1772E-15
19.46	0.1757E-15
19.57	0.1744E-15
19.69	0.1730E-15
19.81	0.1716E-15
19.93	0.1703E-15
20.05	0.1690E-15
20.17	0.1677E-15
20.29	0.1664E-15
20.40	0.1650E-15
20.52	0.1637E-15
20.64	0.1624E-15
20.76	0.1612E-15
20.88	0.1600E-15
21.00	0.1588E-15
21.11	0.1577E-15
21.23	0.1565E-15
21.35	0.1554E-15
21.47	0.1542E-15
21.59	0.1532E-15
21.71	0.1520E-15
21.83	0.1509E-15
21.94	0.1498E-15
22.06	0.1487E-15
22.18	0.1476E-15
22.30	0.1466E-15
22.42	0.1456E-15
22.54	0.1446E-15
22.65	0.1436E-15
22.77	0.1426E-15
22.89	0.1417E-15
23.01	0.1407E-15
23.13	0.1397E-15
23.25	0.1387E-15
23.37	0.1377E-15
23.48	0.1368E-15
23.60	0.1358E-15
23.72	0.1349E-15
23.84	0.1340E-15
23.96	0.1331E-15
24.08	0.1322E-15
24.19	0.1314E-15
24.31	0.1305E-15
24.43	0.1297E-15
24.55	0.1288E-15
24.67	0.1280E-15
24.79	0.1272E-15
24.91	0.1264E-15
25.02	0.1256E-15
25.14	0.1249E-15
25.26	0.1241E-15
25.38	0.1233E-15
25.50	0.1226E-15
25.62	0.1218E-15
25.74	0.1211E-15
25.85	0.1203E-15
25.97	0.1196E-15
26.09	0.1189E-15
26.21	0.1182E-15
26.33	0.1175E-15
26.45	0.1168E-15
26.56	0.1161E-15
26.68	0.1154E-15
26.80	0.1147E-15
26.92	0.1141E-15
27.04	0.1134E-15
27.16	0.1128E-15
27.28	0.1121E-15
27.39	0.1115E-15
27.51	0.1109E-15
27.63	0.1102E-15
27.75	0.1096E-15
27.87	0.1090E-15
27.99	0.1084E-15
28.10	0.1078E-15
28.22	0.1072E-15
28.34	0.1066E-15
28.46	0.1060E-15
28.58	0.1054E-15
28.70	0.1048E-15
28.82	0.1043E-15
28.93	0.1037E-15
29.05	0.1032E-15
29.17	0.1026E-15
29.29	0.1020E-15
29.41	0.1015E-15
29.53	0.1009E-15
29.64	0.1004E-15
29.76	0.9986E-16
29.88	0.9934E-16
30.00	0.9882E-16
 
 
C9    N2    Excitation    1.76 eV                               
Energy (eV)	Rate coefficient (m3/s)
0.5000	0.3529E-27
0.6185	0.8028E-26
0.7369	0.2031E-24
0.8554	0.2872E-22
0.9739	0.2748E-19
1.092	0.2459E-16
1.211	0.1297E-15
1.329	0.2094E-15
1.448	0.2679E-15
1.566	0.3182E-15
1.685	0.3628E-15
1.803	0.3986E-15
1.922	0.4349E-15
2.040	0.4665E-15
2.159	0.4907E-15
2.277	0.5147E-15
2.396	0.5356E-15
2.514	0.5570E-15
2.633	0.5762E-15
2.751	0.5923E-15
2.869	0.6060E-15
2.988	0.6178E-15
3.106	0.6275E-15
3.225	0.6364E-15
3.343	0.6458E-15
3.462	0.6533E-15
3.580	0.6592E-15
3.699	0.6628E-15
3.817	0.6652E-15
3.936	0.6667E-15
4.054	0.6650E-15
4.173	0.6654E-15
4.291	0.6666E-15
4.410	0.6650E-15
4.528	0.6626E-15
4.647	0.6605E-15
4.765	0.6561E-15
4.884	0.6510E-15
5.002	0.6443E-15
5.121	0.6383E-15
5.239	0.6320E-15
5.357	0.6265E-15
5.476	0.6191E-15
5.594	0.6120E-15
5.713	0.6047E-15
5.831	0.5981E-15
5.950	0.5903E-15
6.068	0.5822E-15
6.187	0.5743E-15
6.305	0.5664E-15
6.424	0.5563E-15
6.542	0.5475E-15
6.661	0.5390E-15
6.779	0.5314E-15
6.898	0.5239E-15
7.016	0.5164E-15
7.134	0.5101E-15
7.253	0.5026E-15
7.371	0.4951E-15
7.490	0.4871E-15
7.608	0.4790E-15
7.727	0.4709E-15
7.845	0.4630E-15
7.964	0.4554E-15
8.082	0.4489E-15
8.201	0.4425E-15
8.319	0.4364E-15
8.438	0.4302E-15
8.556	0.4240E-15
8.675	0.4178E-15
8.793	0.4113E-15
8.912	0.4044E-15
9.030	0.3984E-15
9.149	0.3925E-15
9.267	0.3866E-15
9.386	0.3809E-15
9.504	0.3753E-15
9.622	0.3700E-15
9.741	0.3648E-15
9.859	0.3599E-15
9.978	0.3551E-15
10.10	0.3502E-15
10.21	0.3453E-15
10.33	0.3404E-15
10.45	0.3359E-15
10.57	0.3314E-15
10.69	0.3270E-15
10.81	0.3226E-15
10.93	0.3183E-15
11.04	0.3142E-15
11.16	0.3101E-15
11.28	0.3061E-15
11.40	0.3022E-15
11.52	0.2984E-15
11.64	0.2947E-15
11.76	0.2911E-15
11.87	0.2871E-15
11.99	0.2834E-15
12.11	0.2799E-15
12.23	0.2766E-15
12.35	0.2733E-15
12.47	0.2702E-15
12.58	0.2670E-15
12.70	0.2639E-15
12.82	0.2609E-15
12.94	0.2578E-15
13.06	0.2549E-15
13.18	0.2520E-15
13.30	0.2491E-15
13.41	0.2463E-15
13.53	0.2435E-15
13.65	0.2408E-15
13.77	0.2382E-15
13.89	0.2357E-15
14.01	0.2331E-15
14.12	0.2306E-15
14.24	0.2281E-15
14.36	0.2256E-15
14.48	0.2231E-15
14.60	0.2208E-15
14.72	0.2184E-15
14.84	0.2161E-15
14.95	0.2139E-15
15.07	0.2118E-15
15.19	0.2097E-15
15.31	0.2076E-15
15.43	0.2055E-15
15.55	0.2034E-15
15.66	0.2014E-15
15.78	0.1995E-15
15.90	0.1975E-15
16.02	0.1956E-15
16.14	0.1937E-15
16.26	0.1919E-15
16.38	0.1901E-15
16.49	0.1884E-15
16.61	0.1867E-15
16.73	0.1850E-15
16.85	0.1833E-15
16.97	0.1816E-15
17.09	0.1798E-15
17.20	0.1782E-15
17.32	0.1765E-15
17.44	0.1749E-15
17.56	0.1734E-15
17.68	0.1718E-15
17.80	0.1704E-15
17.92	0.1689E-15
18.03	0.1674E-15
18.15	0.1660E-15
18.27	0.1647E-15
18.39	0.1633E-15
18.51	0.1620E-15
18.63	0.1606E-15
18.74	0.1593E-15
18.86	0.1579E-15
18.98	0.1566E-15
19.10	0.1552E-15
19.22	0.1539E-15
19.34	0.1526E-15
19.46	0.1514E-15
19.57	0.1501E-15
19.69	0.1489E-15
19.81	0.1478E-15
19.93	0.1466E-15
20.05	0.1455E-15
20.17	0.1443E-15
20.29	0.1432E-15
20.40	0.1422E-15
20.52	0.1410E-15
20.64	0.1399E-15
20.76	0.1389E-15
20.88	0.1378E-15
21.00	0.1368E-15
21.11	0.1358E-15
21.23	0.1348E-15
21.35	0.1338E-15
21.47	0.1328E-15
21.59	0.1320E-15
21.71	0.1311E-15
21.83	0.1301E-15
21.94	0.1292E-15
22.06	0.1282E-15
22.18	0.1273E-15
22.30	0.1264E-15
22.42	0.1255E-15
22.54	0.1247E-15
22.65	0.1238E-15
22.77	0.1230E-15
22.89	0.1221E-15
23.01	0.1213E-15
23.13	0.1204E-15
23.25	0.1196E-15
23.37	0.1188E-15
23.48	0.1180E-15
23.60	0.1171E-15
23.72	0.1163E-15
23.84	0.1156E-15
23.96	0.1148E-15
24.08	0.1140E-15
24.19	0.1133E-15
24.31	0.1126E-15
24.43	0.1118E-15
24.55	0.1111E-15
24.67	0.1104E-15
24.79	0.1097E-15
24.91	0.1090E-15
25.02	0.1083E-15
25.14	0.1076E-15
25.26	0.1070E-15
25.38	0.1063E-15
25.50	0.1056E-15
25.62	0.1050E-15
25.74	0.1043E-15
25.85	0.1037E-15
25.97	0.1031E-15
26.09	0.1025E-15
26.21	0.1019E-15
26.33	0.1013E-15
26.45	0.1007E-15
26.56	0.1001E-15
26.68	0.9948E-16
26.80	0.9890E-16
26.92	0.9833E-16
27.04	0.9777E-16
27.16	0.9722E-16
27.28	0.9668E-16
27.39	0.9614E-16
27.51	0.9560E-16
27.63	0.9507E-16
27.75	0.9454E-16
27.87	0.9402E-16
27.99	0.9350E-16
